"","id","baseMean","baseMeanA","baseMeanB","foldChange","log2FoldChange","pval","padj"
"2","ECB_00002",239.861159432255,465.099927080866,14.6223917836437,0.0314392476374251,-4.99128949643848,2.51744054923822e-05,0.000823729965762366
"3","ECB_00003",105.543343593449,202.592660056177,8.49402713072026,0.0419266281827039,-4.5759893791395,0.000764836693778207,0.0140364160192948
"4","ECB_00004",105.926133380546,203.218792434931,8.63347432616055,0.0424836415112787,-4.55694875684595,0.000372163961565139,0.00770051020473751
"8","ECB_00008",166.878690346461,274.673213461011,59.0841672319099,0.215107132171433,-2.21687273480434,0.0125613584381673,0.121053639195215
"14","ECB_00014",239.006478095652,441.870256943725,36.1426992475781,0.0817948225290508,-3.61184666382117,0.0207951454311743,0.180609689022606
"15","ECB_00015",17.1991134979936,31.5204022206004,2.87782477538685,0.0913003823760228,-3.45323528738739,0.0295138167291228,0.229425083634672
"27","ECB_00027",185.32644577635,342.490749557271,28.16214199543,0.0822274529511657,-3.60423604861496,0.000106887573225846,0.00275105150357497
"29","ECB_00029",20.7157085367523,36.9574808476881,4.47393622581647,0.121056309120602,-3.04624982430878,0.0374201974094519,0.268875348927966
"30","ECB_00030",195.555008102821,364.009010120967,27.1010060846759,0.0744514705162649,-3.7475558455265,8.08074787698071e-06,0.000294041696454617
"31","ECB_00031",38.8440031692052,77.6880063384104,0,0,-Inf,5.79230921377289e-05,0.00163174554056837
"33","ECB_00033",31.6420679344603,61.944105567286,1.34003030163459,0.0216328945161538,-5.5306294766377,0.00138492851225412,0.0220161048813161
"37","ECB_00037",152.940168148538,301.348083094581,4.53225320249384,0.0150399271034067,-6.05505861529964,0.00173120111468089,0.0262856111693096
"43","ECB_00043",32.1165425162312,4.46311215391245,59.76997287855,13.3919943791138,3.7432989223606,0.0489378101557414,0.326845722574975
"57","ECB_00057",86.1028216916337,162.115504802117,10.0901385811499,0.0622404290907657,-4.00600418335509,0.000194584117721969,0.00458848916706386
"58","ECB_00058",102.009181989592,169.332328986595,34.6860349925887,0.204840004269561,-2.28743060061726,0.014926966837413,0.137870299826521
"65","ECB_00065",16.5641691319279,0.690024214727026,32.4383140491288,47.0103995726605,5.55490803789606,0.00523412081852493,0.0638532484826408
"73","ECB_00073",122.383300710366,244.766601420733,0,0,-Inf,3.81516381964732e-09,4.02595162068284e-07
"74","ECB_00074",85.6383485430052,171.27669708601,0,0,-Inf,1.03831616649788e-07,7.42836023523316e-06
"75","ECB_00075",79.621883753,156.563706902731,2.68006060326919,0.0171180195991032,-5.86834038522128,7.63666793260995e-06,0.000285259958792448
"76","ECB_00076",36.577583210419,67.7950452142996,5.36012120653838,0.0790636128288591,-3.66084230884955,0.0123465998362656,0.120051103013895
"79","ECB_00079",31.9435561790357,62.2910009076417,1.59611145042962,0.025623467710788,-5.28639045606958,0.00131098423984686,0.0213321658896547
"85","ECB_00085",85.3541700330378,156.656427556699,14.0519125093763,0.0896989209350534,-3.47876555993689,0.000752022597645051,0.0138849098314103
"86","ECB_00086",68.8530056248727,124.540283721091,13.1657275286544,0.10571461004649,-3.24175332001119,0.00098944316146254,0.0171238064565218
"87","ECB_00087",21.6551218155694,37.5545940803651,5.7556495507737,0.153260864395362,-2.70593874721113,0.0312377095448293,0.238434669057368
"88","ECB_00088",35.5008703464936,63.5333457384292,7.46839495455806,0.117550789553976,-3.08864386570689,0.0274915820224119,0.217307055649065
"89","ECB_00089",41.2537609805834,72.4757003566942,10.0318216044725,0.138416345824879,-2.85291377150799,0.0126115521428027,0.121260504771686
"90","ECB_00090",11.5638280753304,23.1276561506609,0,0,-Inf,0.031639236105881,0.23968532410089
"91","ECB_00091",18.9463251897888,35.0148256041907,2.87782477538685,0.0821887507856793,-3.60491524472801,0.0194868058349844,0.174102900099347
"92","ECB_00092",43.2530158330523,84.909920215675,1.59611145042962,0.0187977028641109,-5.73329981877828,0.000185445007089214,0.00439754705013242
"93","ECB_00093",32.4161762933088,63.492322284983,1.34003030163459,0.0211053912254133,-5.56624461735037,0.00119274187617111,0.019821115981568
"94","ECB_00094",19.7776586830205,36.6191756139768,2.93614175206422,0.0801804437930479,-3.64060578704961,0.045639564227672,0.309718007403543
"95","ECB_00095",100.501073680929,181.590113645944,19.4120337159147,0.106900278468702,-3.22566248369152,0.0095477009002285,0.100250859452399
"96","ECB_00096",189.101141866771,339.636912612472,38.5653711210701,0.113548821370525,-3.13861536384673,0.000786594880568433,0.0142498583299543
"99","ECB_00099",368.504535523866,698.500709322357,38.5083617253749,0.0551300252260779,-4.1810179282055,2.12302950820407e-06,9.4329553201362e-05
"111","ECB_00111",160.981910323547,270.231414416388,51.7324062307066,0.191437425372738,-2.38505519546288,0.00925216174223526,0.0978792156883286
"113","ECB_00113",1408.66908215629,2686.4237514874,130.914412825171,0.0487318550369008,-4.35899104827057,1.53677176686406e-07,1.02963708379892e-05
"114","ECB_00114",341.225853284585,638.817799124947,43.6339074442217,0.0683041510490024,-3.87188293167179,4.23026679238956e-06,0.000171691885871888
"115","ECB_00115",425.690867006613,770.208087624096,81.1736463891296,0.105391838508903,-3.24616494516677,0.000117674628188862,0.00293908050642122
"117","ECB_00117",492.537620847326,923.64822522703,61.4270164676212,0.0665047739928506,-3.91039828271577,6.65812448297095e-06,0.000255490394932912
"118","ECB_00118",90.1506136781759,13.4304491251587,166.870778231193,12.4248099729295,3.63515188203036,0.0296753186855948,0.23025647090422
"119","ECB_00119",14.4510998391574,28.9021996783148,0,0,-Inf,0.013519055166047,0.128522369044785
"120","ECB_00120",13.0668280742679,26.1336561485358,0,0,-Inf,0.0201399478525056,0.177475406858927
"124","ECB_00124",48.1319885417201,91.7317238809464,4.53225320249384,0.0494076968222684,-4.33912038475913,0.00101193579714514,0.0174342081622434
"125","ECB_00125",44.9802246931478,87.2803887830264,2.68006060326919,0.0307063320940475,-5.02531999871667,0.000545314886076657,0.0106072540743298
"126","ECB_00126",12.3714324206165,24.7428648412329,0,0,-Inf,0.0244849640020734,0.200681617578158
"148","ECB_00148",39.8796049208315,70.9507845854704,8.80842525619265,0.124148384089842,-3.00986261130851,0.0268002653925541,0.213908995370966
"158","ECB_00158",44.0251161933478,77.4479315079556,10.6023008787399,0.136895855993918,-2.86884931978542,0.0159504629498374,0.145414479721952
"164","ECB_00164",73.2230409267383,130.483659768198,15.9624220852783,0.122332728202407,-3.03111766895594,0.00578566694161446,0.0694023691935906
"167","ECB_00167",825.103945744827,1611.24437686238,38.9635146272696,0.0241822501830196,-5.36990769469796,6.59878331830149e-10,8.70420762079706e-08
"168","ECB_00168",360.933155490002,712.032253547649,9.83405743235485,0.0138112527674938,-6.17801200272918,4.42710700780908e-10,6.47159846390486e-08
"172","ECB_00172",20.1969452171074,40.3938904342148,0,0,-Inf,0.0029277922940456,0.0396096515165592
"174","ECB_00174",43.4360762991545,74.8715044412572,12.0006481570519,0.160283251239694,-2.64130441559492,0.0453180056803556,0.308527906414163
"175","ECB_00175",275.184681149032,522.83732413456,27.5320381635031,0.0526588996091206,-4.24717881546731,1.56247825230872e-06,7.49456898067624e-05
"176","ECB_00176",384.259535205459,702.164272396567,66.3547980143503,0.0945003906106954,-3.40353589715055,7.0248610967355e-05,0.00192545056424159
"177","ECB_00177",157.722782409454,274.00106134147,41.4445034774391,0.151256726067165,-2.7249287974721,0.00375249889986118,0.048886721778747
"178","ECB_00178",77.4861894345261,144.626159139107,10.3462197299449,0.0715376788786425,-3.80515288056371,0.000425883401723177,0.00864256653208428
"182","ECB_00182",73.8725525255646,137.398885321184,10.3462197299449,0.0753006089224053,-3.73119465839967,0.00060375514962723,0.0115838658480752
"183","ECB_00183",73.5454094251735,140.390667342174,6.70015150817297,0.0477250492145799,-4.38910950442223,0.000298222896934842,0.00632562235156768
"196","ECB_00196",152.333822574341,297.257567170801,7.41007797788069,0.0249281390829083,-5.32608100193395,2.69183899492213e-07,1.52945372070958e-05
"216","ECB_00216",722.284244209712,108.477674196593,1336.09081422283,12.3167354399712,3.62254801417728,0.00434636891804019,0.0549282131827774
"232","ECB_00232",153.219526606033,258.668420909586,47.7706323024802,0.184679027051307,-2.43690805795032,0.00864862050179607,0.0933652867981617
"316","ECB_00316",11.0165245748196,22.0330491496392,0,0,-Inf,0.0371387395903306,0.268429143511619
"317","ECB_00317",19.328619551702,35.7210973513397,2.93614175206422,0.0821962921011467,-3.6047828747965,0.0498112645192506,0.329682441216071
"351","ECB_00351",48.5098184024053,89.9239569524022,7.09567985240829,0.0789075580400017,-3.66369269657523,0.000968919464143126,0.0169000374303642
"354","ECB_00354",23.2825071248565,46.565014249713,0,0,-Inf,0.00138470772487481,0.0220161048813161
"356","ECB_00356",118.272568669687,198.352481320454,38.1926560189204,0.192549423958136,-2.37669928779496,0.0125461805474251,0.121053639195215
"357","ECB_00357",39.3847285338269,68.4232373377089,10.3462197299449,0.151209152511744,-2.72538262805538,0.0285658413075038,0.224010479618971
"364","ECB_00364",35.8016637136975,61.7692699950402,9.83405743235485,0.159206308139055,-2.65103059480584,0.0451227434721011,0.307694830687785
"379","ECB_00379",94.3335828923176,167.776962152628,20.8902036320075,0.124511752769749,-3.00564616896045,0.00167138686205957,0.0254690395117453
"380","ECB_00380",47.3022555419974,82.778813856975,11.8256972270198,0.142858983790855,-2.80733633083583,0.00578764130683343,0.0694023691935906
"381","ECB_00381",89.6164476815613,172.078898534037,7.15399682908566,0.0415739343407676,-4.5881769062019,2.74059070738309e-05,0.00088984872122031
"382","ECB_00382",411.884336284181,786.856422293416,36.9122502749452,0.0469110364091059,-4.41392881501714,5.4860933955745e-07,2.75676193127619e-05
"383","ECB_00383",439.822407291974,847.602028879055,32.0427857048934,0.0378040455463158,-4.72531555910339,0.0119688910915684,0.11776384451634
"386","ECB_00386",299.688992279162,43.5660490852449,555.811935473079,12.757914640952,3.67332062594739,0.0209254441386729,0.180745096506576
"387","ECB_00387",502.178620619653,998.484957735177,5.87228350412843,0.00588119376124433,-7.40967526248711,2.01947563374353e-12,8.52420665003144e-10
"390","ECB_00390",12.5231315000926,25.0462630001851,0,0,-Inf,0.025089118225975,0.204442409327878
"392","ECB_00392",284.274687710591,467.184021539191,101.365353881991,0.216970934810722,-2.204426301125,0.00240706591834587,0.0345585892562515
"393","ECB_00393",68.131789476911,116.65378106579,19.6097978880323,0.168102548488959,-2.57258649842445,0.0136003478925094,0.12900464821187
"403","ECB_00403",24.3908197787876,45.845497805511,2.93614175206422,0.0640442768125263,-3.96478653697677,0.023151755797437,0.193512002417786
"412","ECB_00412",231.649452922331,7.24386020891506,456.055045635747,62.9574608679607,5.97630545169416,0.00487457726849443,0.0598127635183575
"413","ECB_00413",142.620970077669,257.314373647599,27.9275665077384,0.108534809431152,-3.2037702748939,0.000182210954468743,0.00436568531223991
"414","ECB_00414",56.318399479806,105.226720981731,7.41007797788069,0.0704201167607149,-3.82786857049807,0.00088810981305232,0.0156849854430705
"421","ECB_00421",31.9059886626384,62.4719470236421,1.34003030163459,0.0214501126582059,-5.54287096484673,0.00131399268687757,0.0213321658896547
"422","ECB_00422",39.7341694833916,68.807721111366,10.6606178554173,0.154933453444316,-2.69027940842727,0.044466794828102,0.303712525840483
"423","ECB_00423",45.3760984132756,83.5398830207881,7.21231380576303,0.0863337790881071,-3.53393104881783,0.00725631116208648,0.0816770384404454
"424","ECB_00424",76.8500546382551,136.002128545362,17.6979807311482,0.130130174582122,-2.94197256194452,0.0254897201897536,0.207202980732805
