"","id","baseMean","baseMeanA","baseMeanB","foldChange","log2FoldChange","pval","padj"
"67","ECB_00067",80.3011544547571,41.0061826859225,119.596126223592,2.91653888243173,1.54425730786246,0.00252398253397316,0.429480867980873
"71","ECB_00071",42.7337452987398,62.6241849032751,22.8433056942046,0.364768112023921,-1.45494848006605,0.010403652631819,0.85247140939776
"131","ECB_00131",17.5515764985203,9.42762882991827,25.6755241671223,2.72343392281651,1.44542686428451,0.0299737222025079,1
"188","ECB_00188",77.7945369346328,110.072999317568,45.5160745516973,0.413508079491686,-1.27401257654592,0.0473552187292491,1
"201","ECB_00201",26.2605283298553,37.6264057484203,14.8946509112902,0.395856330548276,-1.33695117168801,0.0253097953937124,1
"204","ECB_00204",123.432656339659,161.435517030901,85.4297956484173,0.529188354704281,-0.918146780805237,0.0437812097553273,1
"232","ECB_00232",951.456207984122,1238.10229638295,664.810119585295,0.536958958502462,-0.897116272277662,0.0485313064295995,1
"267","ECB_00267",116.863557301126,68.924034832371,164.80307976988,2.39108288089482,1.25766413832373,0.0162238697793504,0.985947743447949
"270","ECB_00270",132.558288558808,87.0489962887233,178.067580828893,2.04560176935619,1.03252531356094,0.0320133278148688,1
"290","ECB_00290",33.3644452772385,17.3940882529126,49.3348023015643,2.8362971133772,1.50400866852383,0.0165345388851641,0.986208858562518
"316","ECB_00316",78.0234072259213,106.858831326567,49.1879831252752,0.460308076690017,-1.11932833818607,0.0387197028498209,1
"317","ECB_00317",115.175093179513,173.579365515082,56.7708208439448,0.327059732448509,-1.6123739489578,0.00411385339661202,0.593333929300051
"318","ECB_00318",68.616259546504,101.835937962108,35.3965811309004,0.34758437776722,-1.52456485342619,0.0104204309564371,0.85247140939776
"338","ECB_00338",77.3834916006469,111.803970161913,42.9630130393812,0.384270907170495,-1.37980433958903,0.017978657345007,1
"509","ECB_00509",1138.86386977906,765.812495107698,1511.91524445042,1.97426296137646,0.981314161935852,0.0348322074118083,1
"519","ECB_00519",1197.9437183162,501.023293745984,1894.86414288641,3.78198811619944,1.91914483004413,7.55545292179659e-05,0.0459155667561753
"549","ECB_00549",230.431097695321,39.4198164947072,421.442378895934,10.6911299029644,3.41834242869981,0.0265411592242982,1
"562","ECB_00562",211.885230385986,26.699702385166,397.070758386806,14.8717297540894,3.8945005541481,0.0371560744610625,1
"635","ECB_00635",182.814013369079,109.055878877412,256.572147860747,2.35266682091624,1.23429702398493,0.0169236593030239,0.986208858562518
"646","ECB_00646",4.77237102035246,1.17331770210996,8.37142433859495,7.13483170290601,2.8348793996735,0.0160513345672053,0.985947743447949
