"","id","baseMean","baseMeanA","baseMeanB","foldChange","log2FoldChange","pval","padj"
"2","ECB_00002",336.903660283382,640.067615462933,33.7397051038301,0.0527127201700834,-4.2457050474202,0.000958454754735089,0.0169944498528659
"3","ECB_00003",145.602833545079,279.126816335269,12.0788507548886,0.0432737023030431,-4.53036563324545,0.00161916405125407,0.0254010122538743
"4","ECB_00004",142.893531040313,279.779970719002,6.0070913616247,0.021470769855995,-5.54148226837246,0.00042982306893504,0.0098046127075993
"16","ECB_00016",12.5659391171647,24.6456156202825,0.486262614046921,0.0197301873703955,-5.66345153289942,0.0296155848015369,0.198377409305533
"27","ECB_00027",257.979310290283,472.099027801642,43.859592778924,0.0929033744957259,-3.42812518972404,0.000925323647098823,0.0166874606442608
"29","ECB_00029",27.5578211230254,50.8964400301212,4.21920221592965,0.0828977864352139,-3.59252261087126,0.016090542972628,0.129831914616616
"30","ECB_00030",264.149985655593,501.252519364341,27.0474519468447,0.0539597326735528,-4.21197298884761,6.4167534106167e-05,0.0022015202758376
"31","ECB_00031",55.5279676400569,107.165834367738,3.89010091237536,0.0362998238694855,-4.78389364164285,0.00202126661248833,0.0297838137524792
"33","ECB_00033",45.0948499776448,85.4842351253131,4.70546482997657,0.0550448257866347,-4.18324923293872,0.00236441104043111,0.0329300811571593
"36","ECB_00036",42.3480256491733,78.3876838803817,6.30836741796485,0.0804765124530444,-3.63528840421029,0.000735563741974092,0.0143677237331076
"37","ECB_00037",208.031719051593,414.196968302245,1.86646980094137,0.0045062372344053,-7.79386101727368,0.000835645667647499,0.0154667750766335
"52","ECB_00052",43.2795440081488,7.8979345950684,78.6611534212292,9.95971193156582,3.3161040152942,0.0479567115862285,0.27348286877552
"53","ECB_00053",7.42423692231993,14.8484738446399,0,0,-Inf,0.0442044427200204,0.260171197041124
"57","ECB_00057",132.093752517034,223.403515308879,40.7839897251879,0.182557511097351,-2.45357706703499,0.0377612839868924,0.231990004065013
"61","ECB_00061",20.4110207897606,38.0616272057323,2.76041437378889,0.072524864974064,-3.78538048534152,0.00849881782364034,0.0870509980965103
"73","ECB_00073",175.277599305659,338.226693267084,12.3285053442347,0.0364504209444503,-4.77792071429071,6.38723734080919e-05,0.0022015202758376
"74","ECB_00074",119.760302456849,237.654135112757,1.86646980094137,0.0078537232270577,-6.99240752775621,1.74715594500032e-07,1.75422236848178e-05
"75","ECB_00075",110.804688335109,216.496229881441,5.11314678877718,0.023617717461303,-5.40398664783306,4.86355904725243e-06,0.00027005551551849
"76","ECB_00076",52.9457772356947,93.9051969953542,11.9863574760353,0.127643174814151,-2.96981169717388,0.00593330295248411,0.0665918576050078
"79","ECB_00079",44.5760024018267,86.2344291193718,2.91757568428152,0.0338330724059506,-4.88542199450622,0.00251811675841417,0.0342788797435736
"86","ECB_00086",88.2879116802365,171.38409591645,5.19172744402349,0.0302929359708761,-5.04487477983704,7.3179789202025e-05,0.00243164338923264
"87","ECB_00087",30.0641006345572,51.8747833949619,8.25341787415253,0.159102695645262,-2.65196981571679,0.0182397088823122,0.140973574145344
"88","ECB_00088",50.2356169278341,87.4984385279319,12.9727953277362,0.148263163846003,-2.75376789182113,0.0145228138415982,0.124061284233896
"89","ECB_00089",59.8808837203586,99.8371807704767,19.9245866702406,0.199570806351661,-2.32502739932269,0.0339597773928039,0.217501039795895
"90","ECB_00090",17.5671119278736,31.8875468679113,3.24667698783581,0.101816455222618,-3.29595735125778,0.035640249039319,0.222487945186282
