gene_id,t3_1,t4_1,t5_1,t6_1,t8_1,t24_1,t48_1,t168_1,t336_1,t3_2,t4_2,t5_2,t6_2,t8_2,t24_2,t48_2,t168_2,t336_2,t3_3,t4_3,t5_3,t6_3,t8_3,t24_3,t48_3,t168_3,t336_3
Scaled_Size_Factors,1,2.601299088,1.366776708,0.827417035,0.086859181,0.022712584,0.018202729,0.365970822,0.688073712,1,0.579052635,0.175846742,0.450973013,0.163688929,0.051905006,0.032819929,0.095038689,0.280259451,1,1.050961537,1.019205494,0.764326108,0.75428639,0.147327104,0.03909185,0.384303128,0.566549293
