"gene_id","t3","t4","t5","t6","t8","t24","t48","t168","t336"
"YP_003043986.1",0.135031942997089,0.108792646910045,0.0535473540826877,0.0442842296449218,0.104260649202316,0.076418014121112,0.0972585173251191,0.116059538686306,0.187006688929697
"YP_003045246.1",0.664264742350267,0.431306667379864,1.32923075228312,0.77352661903186,0.749255844235015,1.19596379690435,0.334976264114618,0.588490248743254,0.961650812586726
"YP_003043980.1",0.132619695871269,0.092312657681818,0.0875676283168148,0.0559987793826377,0.125063633882133,0.332031273259488,0.171317189211644,0.304934480526904,0.0404309201810743
"YP_003043822.1",0.0798133570928999,0.0336985858224849,0.137882141431289,0.132737743980917,0.135553671059128,0.104583613878868,0.17470285246815,0.0981677610721577,0.119756087398881
"YP_003046796.1",0.0416140873217972,0.0514644953901696,0.00977640607272078,0.0650432214193777,0.0179674215487239,0.0712597369010425,0.111046319067175,0.15453624598434,0.193299401039537
"YP_003046223.1",0.107354093289244,0.128294394871388,0.0982075646653221,0.0817437521902174,0.0254333011206905,0.104249796483444,0.0696372851400074,0.0391930209711427,0.0711925872456274
"YP_003045863.1",0.255058848334263,0.178444126304769,0.124180443143064,0.387102017318589,0.162953648143541,0.14920253826401,0.21212894673102,0.290955692364515,0.0417927869189954
"YP_003043396.1",0.0611687976500433,0.0644916691556808,0.0858668560407909,0.0831873288395311,0.0568798158773122,0.0564634671576404,0.173525879732299,0.109409380348699,0.120954487663266
"YP_003046794.1",0.16737110010535,0.151096762198786,0.169423660946886,0.15629431630171,0.223471962802448,0.0513457000586764,0.140192409124919,0.0261558710786829,0.0528434226080872
"YP_003046974.1",0.167579887813358,0.118084266480706,0.186205005498539,0.149890760194593,0.222671169090832,0.129011928390719,0.262815548383827,0.0507336323726808,0.0477557519684143
"YP_003046221.1",0.142629525594084,0.103239183547927,0.0869298281612705,0.0397984567730271,0.102568960857053,0.0660793744720001,0.0909936799018028,0.133398421492515,0.121878815603784
"YP_003043287.1",0.087153498799151,0.119047067067861,0.137969766002666,0.222623509856686,0.10812963946748,0.115877592177891,0.0942123257385199,0.137397389777558,0.111269550364973
"YP_003045411.1",0.1623490206018,0.071612798519522,0.320887265498213,0.269067185489695,0.165655365538325,0.125594081816827,0.406565656034584,0.529248849691295,0.360498184258892
"YP_003044849.1",0.156406318769134,0.105146242652551,0.0536138598362837,0.118250737286458,0.322013446318723,0.494544125275224,0.538741407995482,0.458129300682089,0.424536116771785
"YP_003046792.1",0.0612140745881259,0.02801278651034,0.295133040588139,0.186657754523575,0.25763261743224,0.0540535921448855,0.0519145535718451,0.102516336683439,0.120712965440477
"YP_003043535.1",0.0799868519741712,0.329948464165169,0.22924189312506,0.574486301468592,0.301732390064289,0.0966568384861774,0.180289084557915,0.194030756760299,0.418596523235991
"YP_003044958.1",0.321058431321721,0.0832493590358108,0.332138164275642,0.191049727203682,0.721536327170936,0.72400469476438,0.531948345412668,1.46462450829029,1.13944233172328
"YP_003046231.1",0.222567517782454,0.183345205855246,0.121840818178201,0.111592831057875,0.164222308935607,0.104364424932682,0.201019688487282,0.190496090672672,0.205614532547212
"YP_003047004.1",0.136944874476168,0.0447610302077224,0.360692732850303,0.115043074134277,0.190562486403663,0.315546130657659,0.204049665487467,0.281957203106762,0.550502913993192
"YP_003045928.1",0.346235309794409,0.214813930361943,0.368402858807881,0.159911753327055,0.254189674046672,0.0385212811933557,0.325127105101424,0.117374305646009,0.161124821150371
"YP_003046278.1",0.354669116584674,0.285546009750799,0.602007075192549,0.254929618094741,0.298633905973457,0.260658463953609,0.337375243453826,0.236189038095127,0.276203866529017
"YP_003045407.1",0.313852886536961,0.432750623324201,0.792211959955816,0.436959306692022,0.381818672912853,0.396639347398454,0.0840989254167132,0.299428862861035,0.181204110104473
"YP_003045695.1",0.510255043482005,0.218824332861757,0.263034338978632,0.394857904504692,0.247503722682122,0.244885120181613,0.529629401864179,0.812627359028139,0.874024900876666
"YP_003046274.1",0.15560582947406,0.145989256398738,0.138325617786191,0.0839040187172473,0.160171643170622,0.205943134704704,0.0908752589422287,0.186698222220448,0.237674923479314
"YP_003047397.1",0.307082398075725,0.10496517229205,0.213708408505934,0.256047595055775,0.334869075893923,0.302917960312314,0,0,0
"YP_003045926.1",0.418794267072078,0.601726472901787,0.468082557847853,0.650985820792953,0.828390268680359,0.537733790130403,0.581642659884544,0.410461867681893,0.132112006389829
"YP_003046276.1",0.0364958063369981,0.0758409777166564,0.332957140143282,0.254928914599005,0.288877185480495,0.32522764643674,0.0687317357682111,0.3451738183322,0.263472497307091
"YP_003046485.1",0.0660828873951177,0.0688098167871163,0.0666245342430039,0.0316419791752257,0.164909280450136,0.084944202166939,0.390151301462181,0.198828536347947,0.234286353285146
"YP_003045256.1",0.140180255518122,0.0834328964041987,0.303724743237324,0.244830985151088,0.187580443691395,0.181969156685329,0.0568440793742984,0.180349976309589,0.151948128925587
"YP_003045179.1",0.0401202068163662,0,0,0.0397014355293881,0.0393573139373196,0.677569811945863,0.537918119459473,0.695105757149149,0.835775996698306
"YP_003046252.1",0.234996228392125,0.00927211947524893,0.0916065797832792,0.145198779436054,0.199341160947234,0.136516607613968,0.178544962729521,0.141655547937403,0.146358270532943
"YP_003046591.1",0.130155221549594,0.0943837988044767,0.217216162979817,0.114765073808917,0.0140626574699592,0.105357616345261,0.0742863322278689,0.0267793966557892,0.226848499179976
"YP_003043800.1",0.158768271628387,0.245269834934244,0.297753829089887,0.100458048919905,0.319918841396779,0.67272071682497,0.393954852683705,0.347362968619255,0.453896420205197
"YP_003045687.1",0.266756958626276,0.181984166752551,0.20769757077888,0.177552511625009,0.0753364148923866,0.0296838846810104,0.135573328529613,0.10095233342902,0.121059353440636
"YP_003046250.1",0.0978247019623772,0.0845145778505783,0.610258487238171,0.34493902767406,0.965325776549414,0.113946623157114,0.0320736352264178,0,0
"YP_003047248.1",0.215514396221276,0.101711307471597,0.233762426279048,0.162014952616301,0.168359283835481,0.296664438605642,0.17759462048023,0.349914722220808,0.168814995496301
"YP_003043825.1",0.501235969366412,0.502984743329051,0.677556505387225,0.157060953242462,0.0912252268556065,0.0313868784590942,0.0351810998866329,0.0777041398015721,0.0394869477121271
"YP_003044984.1",0.0405805966433212,0.0901180235987482,0.0457822007702891,0.21524639545394,0.146774738832613,0.0894525616154315,0.150842831998664,0.0824669157306245,0.178772223548209
"YP_003046202.1",0.144771036818169,0.0143685844833609,0.138091883729504,0.0723749786571277,0.178819052182354,0.0926447249600822,0.146080769554493,0.125513412637997,0.140388352309478
"YP_003047037.1",0.0411678630943512,0.0215932519482853,0.12485982220224,0.138272796104919,0.210552986527182,0.138991216574291,0.0833571458059065,0.121657002459391,0.140232270520149
"YP_003046260.1",0.14014758657737,0.0600306663983545,0.394006715075168,0.482041858236291,0.0972843997361952,0.237245916685486,0.527110548999691,0.103871422916299,0.35990239777015
"YP_003047189.1",0.0286506121100828,0.125990021054358,0.0223337608780588,0.103822179928449,0.0994157553856577,0.0811454142095559,0.653355696573031,0.109711289978433,0.100114071014674
"YP_003044772.1",0.162711386995409,0.0816496761965214,0.0812108056951071,0.0428491592648893,0.0251329260255156,0.103135566393656,0.138730564839106,0.136272778855368,0.113747677272956
"YP_003043982.1",0.41322289284785,0.257478814624835,0.527447831168655,0.305420660615036,0.175188338302095,0.0585342718857936,0.0242817768029159,0.0896202196618589,0.0441882642531203
"YP_003043611.1",0.4692254541027,0.301118652242115,0.344704354119242,0.0631356562465942,0.0429013378501517,0.167630070215793,0.0953765100520093,0.150234804918486,0.168139987461466
"YP_003045313.1",0.0269842791379873,0.347779524595623,0.149748922985984,0.329705851482699,0.720360912743417,0.568606994756772,0.427091068379459,0.400199108417778,0.612821666342867
"YP_003043820.1",0.7096528526451,0.421793352776192,1.03683396033014,0.827086601929433,0.580711472310064,0.0685696322709698,0.222665185582796,0.28432604236352,0.625720958317284
"YP_003046920.1",0.125991421323647,0.245979812240484,0.17328264276532,0.0860504499475127,0.146058148607599,0.187108159012986,0.315895006986641,0.592179897026729,0.467859894083356
"YP_003045522.1",0.0686124343991434,0.198007635290609,0.0507208464095579,0.128136046863869,0.126016467437856,0.266980238381868,0.12435652163783,0.243434704303267,0.237551131032925
"YP_003044755.1",0.21512784269967,0.295637458205341,0.251984676987612,0.223968559279242,0.127799995539773,0.189727628418105,0.265081018501086,0.200114268959094,0.315724112529676
"YP_003047399.1",0.336860683284076,0.0435531836821842,0.237739810211005,0.300665698339235,0.187953982808211,0.063545304725617,0.557787747522884,0.312938450895881,0.272313188002826
"YP_003043642.1",0.33927812608575,0.224415402025016,0.0937579434840476,0.165600270653958,0.113116852545724,0.0310418755802125,0.164187649368173,0.17004318252043,0.177418397732713
"YP_003046148.1",0.222887465734676,0.170994064584723,0.282204898579679,0.0624396750296242,0.0592667817843339,0.0685755583617144,0.0288320568946811,0.0170712250038798,0.0658659787336747
"YP_003047182.1",0.239770572630427,0.0409877896849033,0.0549470713786586,0.163350472598229,0.077332523946963,0.270850139960242,0.141950792523249,0.20017532046553,0.312023601921646
"YP_003043905.1",0.0634675341309414,0.181765117876956,0.0843529651281506,0.258332468260505,0.111750208295316,0.187191846126829,0.372651490734957,0.143120897339399,0.349112782277512
"YP_003043399.1",0.113009062368394,0.120008466254955,0.174495103196126,0.101864250489468,0.061855033965558,0.192312880270776,0.361262403562979,0.30814177489933,0.133139574473041
"YP_003045523.1",0.0634843749282166,0.0793021645169365,0.0894524558684494,0.624537479587303,0.0935475511562705,0.0852398131273103,0.0745387646179569,0.325396622540414,0.278189601958502
"YP_003046494.1",0.136486450621508,0.196319246411829,0.486137469503755,0.085700651690316,0.231960977272752,0.201503879007159,0.2275755046515,0.140245372624318,0.308614287453958
"YP_003043818.1",0.132951210479613,0.0828261815721146,0.399925008836121,0.189810213774726,0.03223316818752,0.119460770798026,0.148948456941955,0.111526599686593,0.214738340680681
"YP_003043698.1",0.149654608108798,0.0385337382003886,0.261134775919051,0.109390707770628,0.126102561414584,0.0713000125401682,0.21801356507219,0.130855124645847,0.077194718980151
"YP_003046496.1",0.0929818780528872,0.00930163263932882,0.204353657636751,0.0407509376555925,0.052971856298789,0.0886913917661692,0.069042518750555,0.0258934497469883,0.134370244517487
"YP_003043816.1",0.111166546796763,0.0223463686902971,0.0461110025664745,0.124675191444595,0.100416582500843,0.051387951390827,0.261766125517421,0.153768290502988,0.35294846046112
"YP_003043901.1",0.0528966527511691,0.161999032453726,0.0524093929535239,0.188175827291848,0.24770093429194,0.344250639024335,0.299881780154693,0.294677280476404,0.249593918730359
"YP_003045090.1",0.0111022905327858,0.168134847151542,0.10601939615555,0.190368312580194,0.11741205203642,0.165426963467508,0.335951265392484,0.263888568270459,0.197999158283201
"YP_003043921.1",0.274881187651378,0.356215185382449,0.250855469483967,0.30226075277652,0.25608956236508,0.0963651229598514,0.0146672062904328,0.0307681655283714,0.155976451760892
"YP_003045584.1",0.250653122346103,0.0934753804056998,0.280527936738726,0.353659886884017,0.336504677222036,0.173612463764361,0.0505309181924013,0.25951378359171,0.101118763979979
"YP_003044589.1",0.220589070991787,0.348571658965757,0.243308149478591,0.379621886860815,0.154318977405624,0.0477976246473958,0.173970281392918,0.240388734724763,0.0916426401194489
"YP_003045603.1",0.0978030766807387,0.0250817442381249,0.211830802270565,0.215267443328077,0.250041088078522,0.174244793149707,0.155599238595126,0.193405865235116,0.120327491266434
"YP_003043826.1",0.139435496271216,0.717674822304628,1.07325776981141,0.944222304195759,0.938431199058491,1.21217360221618,0.845823881001963,1.58186723458201,1.27927211132378
"YP_003045379.1",0.331843162893823,0.158028160043461,0.276016713204851,0.2003586155938,0.21207453093108,0.254189685325104,0.133745335344758,0.201661425890333,0.11742149847455
"YP_003045605.1",0.168181099188085,0.0559497013247602,0.170670889990552,0.0272803269535019,0.0840136182518107,0.0379368288069582,0.0297916173084471,0.0791798286129137,0.161266092861828
"YP_003043646.1",0.146752674249474,0.0232808148251251,0.167193401867373,0.0497260342626724,0.329523263291339,0.143300925914294,0.1190935443073,0.152737708511878,0.215820915343568
"YP_003045610.1",0.0893777808703616,0.244633545676958,0.271291044977703,0.267420933963743,0.0203831120187695,0.144917841332404,0.119111414833948,0.0789505497188875,0.129890465418928
"YP_003046480.1",0.0714104236184841,0.0511857266298276,0,0.0492013935584904,0.162052668538405,0.232843864628761,0.187738357560177,0.191501516245352,0.0800466918573329
"YP_003045790.1",0.158666657424256,0.0792953984725809,0.317934730136358,0.172672458962169,0.0782597077870301,0.0854785006383446,0.0150712916288153,0.073061387645261,0.0665714662922038
"YP_003043917.1",0.0950005114462238,0.311028509195697,0.570920533851644,0.342991668227245,0.312882646596411,0.327371612892143,0.167572270907818,0.0368460951162721,0
"YP_003046864.1",0.196507491819316,0.12120643469468,0.195954048527984,0.223860823271461,0.370610898641596,0.155420990495963,0.229466689300545,0.339957974815729,0.189816902169174
"YP_003046135.1",0.128803228809641,0.184163917995983,0.210373614131994,0,0.84009470575257,0.877296883504967,0.987764251267494,1.32169916944557,1.73205080756888
"YP_003045353.1",0.0771404560633126,0.0251760285206981,0.0247624290463908,0.0873291973265071,0.185507176786355,0.066313849238231,0.0419329977818479,0.0919188377592704,0.0604587989327506
"YP_003043588.1",0.408254257651439,0.210301803049662,0.259312279355684,0.166150745629455,0.0629421961968274,0.128774561585123,0.0955766076491804,0.0695077716233912,0.279181025188009
"YP_003045580.1",0.230938783366014,0.218862145586175,0.196688704514321,0.0971211083288959,0.0720693543611827,0.319516185977527,0.244939449712735,0.132492879464737,0.195973062590086
"YP_003046443.1",0.119473385108887,0.17665353022095,0.111357512463178,0.123943224473456,0.0637477826023548,0.0736147687172119,0.116731076866631,0.0587800636966314,0.127147406821903
"YP_003043482.1",0.801148062293466,0.956689752329152,0.0623536777844414,0.391737960256142,1.42352277124408,1.32411768659629,1.50159292098648,0.967504208057792,0.795870737362684
"YP_003044851.1",0.259968664352,0.171781324898257,0.234378393529047,0.285704700315845,0.555081033383378,0.429475623047087,0.118427012687472,0.282842849624336,0.291970252967442
"YP_003046315.1",0.0300258262064017,0.0914391888994017,0.111551158386865,0.0459190895747145,0.0826806455471956,0.0853332084837338,0.0985250532114054,0.0809737433809243,0.117451525709527
"YP_003043670.1",0.50673200869023,0.377487682206125,0.244367416350172,0.381000031663438,0.392302287055386,0.128493106633139,0.274282542734656,0.313918222907497,0.426538935547549
