"gene_id","A1","A2","A3","tau1","tau2","tau3","tau4"
"ECB_00685","0.77533","0.073389","0.10125","9.649577","11.935791","24.003415","163.100623"
"ECB_00686","0.935758","0.076396","0.236759","4.86182","24.519732","52.855512","335.999929"
"ECB_00687","0.851496","0.068395","0.096995","6.549454","24.156412","30.165906","162.084518"
"ECB_00689","0.581877","1e-06","1.051497","3.325869","36.744507","37.323804","335.962731"
"ECB_00691","0.18749","0.010117","0.826778","10.857503","16.129308","48.251504","164.339801"
"ECB_00692","0.389379","0.102165","0.78738","2.513095","13.879381","28.24116","167.73885"
"ECB_00693","0.440271","0.143515","0.830924","1e-06","30.568691","30.568699","179.810031"
"ECB_00696","0.775962","0.10159","0.475697","4.587282","11.235715","11.254784","172.023485"
"ECB_00697","0.680183","0.098332","0.294567","5.695135","8.948598","48.000163","159.004309"
"ECB_00698","0.89727","0.12648","0.204229","7.820482","8.158216","83.278057","222.224342"
"ECB_00699","0.839416","9e-06","0.422176","7.999923","8.00006","28.604162","169.805646"
"ECB_00700","0.980265","0.108942","0.258427","6.000002","9.343426","26.923325","175.355862"
"ECB_00701","0.853104","0.14417","0.096246","7.103891","8.261766","33.210593","155.897862"
"ECB_00702","0.939799","0.177445","0.16797","7.995919","8.001379","27.966438","169.806213"
"ECB_00705","0.167192","0.709249","0.534402","6","9.416911","29.442492","178.256997"
"ECB_00706","0.011308","0.873863","0.194952","7.999999","8.00001","27.544215","180.800223"
"ECB_00712","0.293126","0.377085","0.317286","7.476312","7.972618","59.905589","170.379657"
"ECB_00713","0.758747","0.065991","0.198345","7.998809","8.000791","34.26446","171.53743"
"ECB_00719","0.56116","0.00676","0.737051","7.998979","8.006043","34.650898","185.385359"
"ECB_00722","0.01208","7e-06","0.822511","0.15399","20.641132","48.64334","154.749467"
"ECB_00735","0.251297","1.3e-05","0.078818","0.077479","8.061886","8.265016","108.025091"
"ECB_00737","0.760314","4e-06","-1e-05","6.40224","6.477757","22.313899","154.305335"
"ECB_00744","0.818723","0","0.085316","1.5e-05","24.037834","27.8205","175.134974"
"ECB_00747","0.999999","3e-05","0.80612","3.514222","13.437016","28.309179","217.683273"
"ECB_00752","0.590896","0","0.271466","7.999183","13.655631","23.094739","170.376644"
"ECB_00753","0.09373","0.672023","0.20735","7.999911","8.000142","21.023058","197.605714"
"ECB_00757","0.165271","0.002823","0.396939","2e-06","39.527724","74.285852","167.985685"
"ECB_00763","0.537436","0.316518","0.579426","4.576452","23.999998","24.000015","150.856215"
"ECB_00769","0.134816","0.58088","0.535418","6.777849","24.00004","24.108682","227.974329"
"ECB_00771","0.167053","0.08784","0.326556","11.384983","11.403308","45.74737","147.597688"
"ECB_00772","0.08446","0.000151","0.121761","10.727988","48.127211","53.487664","53.498844"
"ECB_00775","0.306303","0.855255","0.628","5.001662","8.000961","25.208174","202.851585"
"ECB_00776","0.359208","0.006334","0.075458","7.999296","8.00039","28.420567","115.052117"
"ECB_00777","0.835287","0.037783","0.222793","4.999995","9.298347","35.382763","161.346908"
"ECB_00778","0.890819","0.083526","0.255591","0.152833","14.812917","52.810686","158.274061"
"ECB_00780","0.99999","0.000704","0.816167","9.1e-05","9.133794","43.223144","165.746001"
"ECB_00781","0.38606","0.953714","0.768259","11.129555","11.165143","11.165149","217.062011"
"ECB_00783","0.01355","3e-06","0.99916","0.618226","17.663748","55.264033","246.040522"
"ECB_00786","0.574448","0.610463","0.996454","5.755847","7.999809","40.016555","142.940028"
"ECB_00792","0.779854","1","0.525212","2.999971","13.219537","13.503553","211.21402"
"ECB_00793","0.812436","0.000645","0.380497","0.000358","32.107528","50.965636","191.293588"
"ECB_00794","0.832059","0.020635","0.42954","4.994896","25.83249","32.901449","186.334895"
"ECB_00795","0.84077","0.086807","0.350351","2.941992","24.865735","35.899215","143.94898"
"ECB_00796","0.662873","0.022115","0.147869","2.995071","24.797779","32.202153","199.350397"
"ECB_00797","0.640929","0.035239","0.135548","11.546685","13.449246","55.112239","133.6334"
"ECB_00798","0.881167","3.2e-05","0.251472","0.042749","24.025116","82.510535","145.539559"
"ECB_00799","0.528325","3.9e-05","0.113352","6.000001","13.663669","38.77872","160.88325"
"ECB_00800","0.140366","0.030838","0.722677","1e-06","18.736913","47.9988","135.771439"
"ECB_00801","0.020305","0.128096","0.895155","6.912542","27.425458","27.64843","163.973083"
"ECB_00802","0.999982","0.013456","0.372812","3.913967","8.740128","39.55693","289.770897"
"ECB_00804","0.144513","0.244095","0.394401","6.089274","7.994917","31.68597","120.120655"
"ECB_00806","0.22337","0.479649","0.423626","6.025499","6.027028","29.15518","177.230401"
"ECB_00812","0.739539","0.002389","0.447316","3.995079","14.640952","53.140992","149.955572"
"ECB_00813","0.064013","0.162378","0.399723","6.000059","8.393056","30.443724","162.80992"
"ECB_00825","0.147058","0","0.799778","2.529404","13.800818","44.962663","168.040302"
"ECB_00826","0.10856","0.337315","0.584071","4.55202","8.473513","8.473771","190.164775"
"ECB_00828","0.143163","0.487334","0.885992","1e-05","7.833544","32.252223","155.684515"
"ECB_00829","0.001783","1e-04","0.999761","3.652091","13.573416","47.999877","171.483865"
"ECB_00837","0.031405","0.000483","0.011339","4.5e-05","14.780088","39.206764","172.245072"
"ECB_00845","0.320512","0.001985","0.639319","6.005827","17.553581","33.387756","205.261046"
"ECB_00846","0.69746","0.073501","0.593799","0.387285","3.059031","24.0003","167.731273"
"ECB_00847","0.105091","0","0.758509","4.000071","11.844356","35.690458","176.14022"
"ECB_00851","0.167268","0.803124","0.348421","5.992525","6.008075","43.577074","167.646423"
"ECB_00855","1","0.270039","0.434527","1.353836","10.663417","31.129056","199.456777"
"ECB_00857","0.751968","0.452447","0.378387","7.129998","7.999999","10.007408","253.562865"
"ECB_00859","0.555215","0.104447","0.27532","15.547779","31.144222","44.396823","143.500937"
"ECB_00860","0.534582","0.060895","0.252384","8.982174","8.982179","23.917583","174.486332"
"ECB_00862","0.645881","0.15285","0.092667","14.297817","14.675433","14.677888","177.738641"
"ECB_00864","0.479253","0.005399","0.393877","5.988486","8.463646","49.499955","154.693983"
"ECB_00867","1","0.002131","0.139096","0.1122","11.025214","38.989618","191.075038"
"ECB_00869","0.767658","0.038734","0.614767","3.324766","9.612118","55.548033","188.79499"
"ECB_00870","0.041329","0.546932","0.343423","5.999999","6.000027","7.060071","198.434289"
"ECB_00871","0.056258","0.367002","0.455471","7.04463","8.430426","21.114005","180.891448"
"ECB_00873","0.703009","3e-06","0.684981","6.570707","13.627325","23.72691","161.664835"
"ECB_00876","0.11752","0.818849","0.257638","7.649522","7.662951","27.208079","176.522123"
"ECB_00877","0.063982","0.161607","0.99995","26.83914","45.793177","47.822136","185.340617"
"ECB_00879","0.633315","0.034282","0.999866","6.000017","6.000152","47.996117","203.950648"
"ECB_00880","0.045604","0.995723","0.240393","7.660019","11.09444","11.574931","45.417023"
"ECB_00881","0.150343","0.428936","0.525746","7.231459","7.621987","47.746709","134.196548"
"ECB_00884","0.738589","0.322213","0.812373","8.000124","8.000158","31.049728","171.649226"
"ECB_00886","0.36947","0.413722","0.765233","4.677206","7.999998","48.33858","154.018169"
"ECB_00887","0.145939","0.441209","0.81235","7.19347","7.193475","17.948917","186.736279"
"ECB_00888","0.780514","0.030513","0.593892","7.999442","8.000232","29.426032","199.764022"
"ECB_00889","0.91235","0.130623","0.245466","2.367198","22.443188","23.998963","165.890874"
"ECB_00890","0.861261","0.036279","0.15863","6.456859","9.208407","48.354366","167.132172"
"ECB_00891","0.740521","0.029773","0.191703","6.000024","9.739319","10.643881","162.553251"
"ECB_00892","0.942235","0.090828","0.094964","6.049725","8.521562","17.127944","194.554002"
"ECB_00893","0.98484","0.060899","0.072161","1.87741","18.323953","59.345308","149.343852"
"ECB_00894","0.962675","0.136748","0.479172","7.049703","9.055742","48.038394","174.32634"
"ECB_00895","0.999999","0.003208","0.436273","2.492251","47.999918","53.56429","154.517612"
"ECB_00896","0.999999","5e-06","0.201507","2.513639","13.487181","22.596663","176.101162"
"ECB_00897","0.902797","0.272779","0.837414","2.999984","12.5945","48.225326","188.24503"
"ECB_00900","0.542755","0.388188","0.754596","3.999996","4.000009","47.747433","156.508389"
"ECB_00901","0.075173","0","0.315335","11.396009","48.578533","94.54652","125.90968"
"ECB_00902","0.047619","0.488467","0.219796","5.439885","13.060895","13.061216","200.123496"
"ECB_00905","0.10379","0.115726","0.379903","1.494967","17.050125","36.663914","167.987761"
"ECB_00906","0.114237","0.370183","0.441526","6.335694","16.213376","17.58112","167.99597"
"ECB_00908","0.681263","0.402534","0.708407","6.139452","6.140884","26.598386","98.023821"
"ECB_00910","0.514939","0.892065","0.663943","1.865617","10.172279","25.830765","167.999625"
"ECB_00911","0.87378","0.027814","0.114886","6.000862","9.04714","31.611078","161.960018"
"ECB_00914","0.662664","0.166729","0.413267","7.999739","7.999991","15.906221","169.497025"
"ECB_00916","0.369931","0.553719","0.217398","7.955411","7.999071","7.999423","159.388805"
"ECB_00917","0.100538","0.428628","0.536334","3.559733","8.586128","17.693726","168.149443"
"ECB_00922","0.976866","0.249065","0.607239","5.519339","9.538038","35.909161","167.98546"
"ECB_00924","0.226235","0.006481","0.860812","0.486861","48.000086","60.089687","131.7538"
"ECB_00925","0.699507","0","0.315504","4.999999","9.66818","22.948023","193.557481"
"ECB_00926","0.801193","0.063253","0.151985","6.000017","9.608011","25.003395","180.007857"
"ECB_00927","0.753061","0.008139","0.204158","6.000212","10.485742","47.998299","132.159229"
"ECB_00928","0.864544","0.062146","0.172645","7.999754","8.000197","25.972455","177.054649"
"ECB_00929","0.02419","0.648727","0.147194","5.542019","11.856523","66.429532","212.913334"
"ECB_00931","0.743741","0.188932","0.939694","4.960628","15.512811","39.480483","148.735521"
"ECB_00932","0.797848","0.089254","0.147419","6.000597","11.129128","34.266014","177.784552"
"ECB_00933","0.961215","0.062712","0.097826","7.3e-05","18.63272","42.28634","127.306154"
"ECB_00934","0.755172","0.373492","0.603259","5.999992","6.000049","27.130668","182.64118"
"ECB_00943","0.029969","0.00014","0.763467","5.999936","5.999975","44.974415","164.447882"
"ECB_00950","0.513715","0.233643","0.629727","10.193254","10.193273","23.571136","158.704527"
"ECB_00951","0.853321","0.006993","0.330487","2.855377","12.294493","108.839483","161.188917"
"ECB_00952","0.843867","0.029699","0.295523","6.000452","8.911963","29.603475","177.155565"
"ECB_00954","0.818382","2.3e-05","0.530525","11.164047","37.801866","54.662681","164.165314"
"ECB_00956","0.238131","0.760076","0.295945","0.001181","15.150505","30.651935","213.345923"
"ECB_00957","0.019737","0.708065","0.149251","7.008862","20.533821","23.999439","132.009369"
"ECB_00961","0.190687","0.633042","0.196492","9.188762","10.290539","10.439116","145.360249"
"ECB_00962","0.163589","0.318279","1.008131","5.986247","7.999989","48.275669","172.942838"
"ECB_00964","0.771348","0.538731","0.37402","6.075985","6.079905","37.228935","206.843158"
"ECB_00967","0.526718","0.810118","0.640405","7.999866","7.999873","8.285701","181.699588"
"ECB_00968","0.052653","0.453597","0.350367","18.952656","18.952666","18.952768","180.551272"
"ECB_00969","0.148817","0.663993","0.344821","6.780529","6.780532","6.780539","228.095703"
"ECB_00970","0.022467","0.502944","0.275905","7.998982","8.002733","32.529644","156.699118"
"ECB_00974","0.79317","0.33549","0.34937","0.441892","12.91457","12.914574","38.020136"
"ECB_00988","0","0.001997","0.387153","0.041113","8.174238","50.016222","168.967301"
"ECB_00989","0.000547","0.003703","0.660138","3.752451","43.545688","48.193902","167.998037"
"ECB_00991","0.1723","6.5e-05","-2.5e-05","6.55876","7.617398","30.495325","181.057162"
"ECB_00996","0.442722","0.006824","0.54654","0.779962","9.990198","24.048809","47.970366"
"ECB_01000","0.201062","0.559207","0.875767","5.999995","28.89231","29.206956","168.000113"
"ECB_01002","0.126039","0.930748","0.327145","7.999998","8.000001","38.439276","199.14056"
"ECB_01004","0.34051","0","0.887512","0.015922","8.81827","31.857162","173.141964"
"ECB_01005","0.018213","0.586697","0.175912","7.999922","8.000123","39.551715","232.654279"
"ECB_01006","0.002958","0.292008","0.23673","7.806577","7.997539","30.732372","167.823131"
"ECB_01007","0.006439","0.749484","0.20291","7.999995","8.000004","26.413481","167.941829"
"ECB_01008","0.044704","0.00633","0.511257","2e-06","28.725019","70.843968","194.078109"
"ECB_01014","0.465609","3.4e-05","0.057135","5.430673","6.089991","24.792142","169.906633"
"ECB_01018","0.712028","0.351159","0.482406","12.355417","28.413571","46.855555","135.295986"
"ECB_01019","0.429416","0.047806","0.986026","2.08224","25.459727","25.459728","335.999991"
"ECB_01020","0.502327","0.02662","0.064541","0.036142","23.999988","83.302507","94.272233"
"ECB_01021","0.647733","1e-06","0.04202","3.7e-05","14.540369","14.540723","169.651334"
"ECB_01024","0.399127","0.015046","0.927949","2e-06","3.16273","48.109918","172.462249"
"ECB_01025","0.097192","6.5e-05","1.269226","2.028135","4.805762","46.107403","250.425441"
"ECB_01026","0.710235","0.029931","0.558416","2.025615","3.005257","52.147424","216.907293"
"ECB_01028","0.221603","0","0.789935","16.573321","22.67673","23.157239","160.344295"
"ECB_01029","0.150336","0.091363","0.630955","7.517488","7.999946","8.012848","160.681158"
"ECB_01030","0.867465","0.00038","0.285576","6.857955","8.373803","42.02298","214.009352"
"ECB_01031","0.591616","0.02676","0.274385","7.840011","8.075362","23.949967","213.531533"
"ECB_01039","0.285449","0.592594","0.648688","6.36348","6.363679","35.319889","167.999494"
"ECB_01040","0.642535","3e-06","0.009367","6.054741","10.161815","41.512749","162.837212"
"ECB_01041","0.543539","0.004924","0.085833","0.441593","23.999942","32.965138","148.349"
"ECB_01042","0.2349","0.592254","0.463448","2.472758","5.999651","5.999679","216.550369"
"ECB_01043","0.622881","0.174391","0.430371","6.000009","17.793909","24.496645","166.277298"
"ECB_01045","0.929394","0.108185","0.864222","4.636052","11.74945","11.749456","223.743152"
"ECB_01047","0.765328","0","0.012647","6.291411","8.500545","27.182528","178.491626"
"ECB_01048","0.056612","0.537907","0.217266","5.999755","6.006667","25.307077","183.469533"
"ECB_01051","0.633321","0.280087","0.470738","8.000067","10.538756","29.583084","167.900882"
"ECB_01054","3e-06","0","0.298548","0.380621","10.948398","26.378083","207.780604"
"ECB_01055","0.916611","0.143184","0.309287","7.999879","8.000032","32.244964","151.197053"
"ECB_01057","0.134336","0.813079","0.291583","6.002039","11.106738","33.763093","217.926303"
"ECB_01058","0.824843","0.002682","0.050079","4.000222","8.89486","42.557379","170.636542"
"ECB_01059","0.919834","0.281919","0.678408","1.184494","6","48.96591","129.413813"
"ECB_01060","0.205124","0.507794","0.284176","7.999997","7.999997","28.788697","189.859282"
"ECB_01065","0.826538","0.172049","0.614244","3.999999","9.134066","24.535607","185.949073"
"ECB_01066","0.922122","0.015814","0.047574","16.124065","16.835907","23.15552","167.279184"
"ECB_01067","0.877635","2e-06","0.086855","7.912973","11.92681","41.49571","184.141626"
"ECB_01068","0.903379","0.000181","0.035437","7.409749","15.106841","48.918229","151.407736"
"ECB_01069","0.761149","2e-06","0.009303","6.156043","19.221464","22.926988","161.055389"
"ECB_01070","0.924853","0.001501","0.026384","5.991343","19.344454","41.595173","155.303131"
"ECB_01071","0.839651","2.1e-05","0.014357","9.051646","24.082363","53.413104","147.57698"
"ECB_01072","0.761926","0.001537","0.008349","6.376746","10.489093","28.305244","183.024213"
"ECB_01073","0.867831","0.003002","0.005754","6.040341","10.540339","29.402326","172.96066"
"ECB_01074","0.849669","0","0.007519","3.146148","24.051321","29.144955","172.475825"
"ECB_01075","0.953162","0.001908","0.014374","0.658339","16.069658","89.388182","95.635768"
"ECB_01076","0.678861","0.004462","0.010134","0.560571","23.999961","28.836561","166.220003"
"ECB_01077","0.827418","0","0.016954","6.026955","9.062445","30.00157","151.445038"
"ECB_01078","0.848407","0.007467","0.025517","6.144622","8.783451","29.511934","166.543303"
"ECB_01079","0.754464","0.011808","0.014595","7.137173","8.602773","36.773526","181.059947"
"ECB_01083","0.311724","0.243744","0.684767","8.017041","8.037238","48.000468","141.851323"
"ECB_01084","0.940161","0.037798","0.056554","5.371909","8.340131","28.720819","168.043916"
"ECB_01085","0.853929","0.039074","0.051342","5.994965","8.511503","42.385899","225.179849"
"ECB_01086","0.987995","0.454787","0.519851","6.282353","23.999984","23.999985","137.317432"
"ECB_01087","0.831003","0.106577","0.176371","7.999832","8.00009","32.466441","169.220688"
"ECB_01088","0.738821","0.107916","0.087192","6.000536","6.000561","29.872983","173.47219"
"ECB_01095","0.768097","0.209904","0.436034","7.997478","8.000467","31.106655","179.784436"
"ECB_01096","0.074637","0.673179","0.320865","0.778646","25.764912","25.766395","250.33292"
"ECB_01098","0.091763","0.008324","0.078738","0.414219","24.000624","38.04547","140.53053"
"ECB_01099","0.333765","0.0861","0.087042","5.000007","14.038663","26.282915","182.997585"
"ECB_01100","0.866708","0.237206","0.303123","0.129654","9.586867","42.933385","201.105646"
"ECB_01104","0.622865","0.296357","0.647112","22.355276","30.545844","59.741921","59.744878"
"ECB_01105","0.949584","0.055807","0.175198","0","9.461033","58.807111","160.485822"
"ECB_01106","0.226919","0.809407","0.505999","7.819829","8.893492","48.012501","162.670435"
"ECB_01107","0.531382","0.196188","1.022585","0.049898","3.983479","37.086744","207.68979"
"ECB_01109","0.399448","2.2e-05","0.220588","9.361772","10.502694","48.456939","149.421901"
"ECB_01111","0.216235","0.002791","0.166475","2.999931","3.000007","33.760027","185.006027"
"ECB_01112","0.759844","0","0.193204","20.797327","20.797473","42.369886","134.295455"
"ECB_01118","0.660753","0.000946","0.743738","0.045047","8.615339","46.300821","178.750659"
"ECB_01120","0.43935","0","0.006208","7.992558","8.004365","19.182671","179.652748"
"ECB_01121","0.793442","0.069464","0.09434","7.795279","8.237816","49.677628","147.279265"
"ECB_01122","0.684133","0.039236","0.123732","6.000047","9.082934","32.449155","139.046139"
"ECB_01125","0.168828","0.450274","0.662807","7.171088","7.999612","28.281093","164.84639"
"ECB_01126","0.203788","0.336666","0.412948","6.195765","9.707648","21.928669","167.999572"
"ECB_01128","0.872264","0.481795","0.58505","7.982992","10.051926","19.433211","125.414784"
"ECB_01130","0.749762","0.130847","0.366588","7.999938","8.000037","36.038032","167.865975"
"ECB_01132","0.73186","0","0.104702","5.383417","10.869687","22.535463","177.770513"
"ECB_01133","0.999888","0.001984","0.106346","0.788906","24.002156","24.337765","163.402915"
"ECB_01135","0.442073","0.000325","0.397027","6.002063","19.261887","42.074097","182.84537"
"ECB_01142","0.99984","0","0.239198","1.261581","3.228802","41.010889","169.096777"
"ECB_01144","0.363691","0.000259","0.707204","0.001825","21.363983","47.827608","185.141988"
"ECB_01145","0.029575","0.323397","0.64299","14.594874","19.624233","94.605936","164.073858"
"ECB_01147","0.255744","0.001094","0.204629","0.728241","3.962059","49.681529","162.053897"
"ECB_01149","0.660047","0.360272","0.554104","8.000009","8.000048","38.045844","158.701739"
"ECB_01155","0.566684","0.434338","0.676361","2.831775","36.857999","37.419803","137.898613"
"ECB_01157","0.00981","0.999841","0.216875","18.137889","43.444795","67.568255","88.988657"
"ECB_01158","0.059617","0.274737","0.935007","8.081356","22.603295","64.535755","110.413839"
"ECB_01159","0.091486","0.244735","0.997045","7.741655","23.996972","49.200603","140.28572"
"ECB_01160","0.977686","0.430083","0.254097","5.99987","6.000073","25.102017","175.060469"
"ECB_01162","0.607811","0.096216","0.571032","4.584721","26.077134","41.002101","102.856131"
"ECB_01164","0.660552","0.216697","0.763348","14.530624","15.933974","15.95595","167.974371"
"ECB_01167","0.902112","0.175023","0.832013","6.71934","7.951733","13.374771","209.882067"
"ECB_01169","0.064111","0.005091","0.282218","4.98973","4.98973","97.307645","187.321651"
"ECB_01170","0.002581","0.273252","0.134619","6.000014","6.000021","29.052364","181.049226"
"ECB_01172","0.231419","0.105173","0.315765","2.999944","3.000006","24.128688","180.112786"
"ECB_01173","0.933514","0.069688","0.204921","4.000001","10.536244","29.345193","167.930139"
"ECB_01174","0.801331","0.078629","0.061649","2.948389","10.335859","10.33905","182.788701"
"ECB_01175","0.608626","0.054564","0.148554","7.998899","8.001419","43.16758","161.638934"
"ECB_01176","0.17231","0.310862","0.787166","7.076616","7.882817","23.99479","159.922104"
"ECB_01177","0.078334","9.8e-05","0.743341","17.033939","17.034661","17.036893","75.451764"
"ECB_01179","0.803419","0.002993","0.708679","7.999923","8.000084","63.010059","180.260377"
"ECB_01181","0.762271","0.275867","0.870145","6.286669","8.112509","37.181651","159.742632"
"ECB_01182","0.999997","0.030701","0.058102","0.218074","12.676804","77.785247","224.792903"
"ECB_01183","0.451964","0.06563","0.143926","7.999061","8.000849","21.749831","184.40454"
"ECB_01184","0.929293","0.006184","0.312085","5.820877","10.085158","24.061203","170.509771"
"ECB_01185","0.928714","0.196365","0.539201","5","10.060943","40.51792","171.888074"
"ECB_01189","0.93537","0.132305","0.696957","5.748074","9.121224","9.121705","213.051925"
"ECB_01194","0.831304","0.219064","0.213682","4.23104","8.288278","34.413411","184.576791"
"ECB_01195","0.101725","0.683468","0.788422","6.105546","8.386718","16.359951","179.055589"
"ECB_01197","0.192243","0.410999","0.401219","4.683421","8.795315","9.433291","168.73512"
"ECB_01201","0.370814","0.014999","0.801435","1e-06","5.01521","23.999446","166.785154"
"ECB_01206","0.000189","1.4e-05","0.1883","6.347111","6.347672","26.947178","180.701569"
"ECB_01210","0.705623","0.355558","0.836553","3.999998","12.250315","23.567966","158.557661"
"ECB_01214","0.290068","3.3e-05","0.718554","7.991369","7.999991","39.841852","173.632589"
"ECB_01216","0.458454","0","0.71545","5.155906","24.699195","45.945618","137.042197"
"ECB_01217","0.873641","0.028929","0.159733","0.002216","10.099627","47.815811","168.166445"
"ECB_01218","0.73483","0.009963","0.189463","4.774334","8.664961","28.032804","47.990931"
"ECB_01219","0.667973","0.038994","0.295869","7.999715","8.000127","28.447545","174.691577"
"ECB_01220","0.591948","0.000462","0.142305","7.940466","8.021235","35.994325","176.331998"
"ECB_01222","0.780022","0.605443","0.836669","5.993545","6.020711","6.079166","299.391327"
"ECB_01224","0.755852","0.021359","0.073262","0.003793","24.372967","36.251124","113.296831"
"ECB_01228","0.29516","0.417745","0.673176","11.29259","11.292596","20.445478","172.710628"
"ECB_01230","0.084158","0.266528","0.127768","6.000414","6.000414","28.839361","160.56042"
"ECB_01233","0.151882","0.001012","-0.000107","0.4174","0.820932","18.505997","197.391188"
"ECB_01234","0.74226","0.031523","0.065773","13.118779","15.001031","15.643827","152.716098"
"ECB_01235","0.840053","0.018837","0.024239","0.229201","17.714031","17.720865","179.039366"
"ECB_01236","0.774768","2e-06","0.105882","18.080405","24.278827","64.855293","186.743097"
"ECB_01237","0.69541","0.009681","0.073045","9.178374","20.904504","23.993302","154.420527"
"ECB_01238","0.488454","3e-06","0.113544","20.533703","20.533772","21.991569","184.048183"
"ECB_01245","0.850942","0.041448","0.061509","5.104525","8.27185","33.585674","182.208921"
"ECB_01246","0.848065","0.0488","0.094955","1.271401","25.611443","60.754366","95.219624"
"ECB_01247","0.776342","0.038553","0.158968","1.211772","24.000001","40.59583","171.452796"
"ECB_01249","0.745997","0.316057","0.950406","38.077038","40.259628","41.473358","137.160846"
"ECB_01250","0.971629","0.117263","0.178268","5.380115","8.832377","50.189871","201.376554"
"ECB_01251","0.339991","0.032762","0.70856","1.708835","9.644214","37.266238","161.558714"
"ECB_01255","0.707085","0.181542","0.813802","18.196507","18.196597","18.196714","112.064839"
"ECB_01256","0.968333","0.16778","0.692482","3.50218","23.207658","58.468304","206.656282"
"ECB_01257","0.897021","0.046994","0.887286","4.002452","9.865313","34.352984","49.817481"
"ECB_01258","0.842769","0","0.119431","7.999393","8.000451","19.676489","182.671267"
"ECB_01259","0.765578","0.006579","0.112431","7.107627","8.339479","47.999915","169.666857"
"ECB_01262","0.422631","0.846962","0.432688","13.18433","13.186635","22.004802","302.788363"
"ECB_01263","0.868802","0.001472","0.10872","7.284706","8.230783","31.173984","164.488542"
"ECB_01264","0.433602","0.001832","0.042195","6.000289","8.821203","22.67127","181.253524"
"ECB_01267","0.811668","8.8e-05","0.330612","6.015335","15.634827","39.707702","167.999949"
"ECB_01270","0.116897","0.507026","0.127438","4.999176","23.916719","23.999913","178.686969"
"ECB_01272","0.887262","0.00681","0.91762","4.053958","9.186581","48.013366","172.609422"
"ECB_01274","0.999712","0.017953","0.116545","3.684079","9.437458","27.020184","200.104484"
"ECB_01275","0.737453","0.029909","0.125527","7.999654","8.000129","34.52761","210.719833"
"ECB_01276","0.873355","0.121679","0.182117","5.180311","8.144515","47.392579","159.412705"
"ECB_01277","0.746628","0.007352","0.048099","5.000088","6.585514","26.843266","174.432417"
"ECB_01278","0.868659","0.006007","0.035554","0.118785","8.86132","82.079172","159.258005"
"ECB_01280","0.843239","1.7e-05","0.817206","2.297235","26.252822","49.07126","149.315437"
"ECB_01281","0.015562","0.059206","0.240745","12.499408","19.732936","23.999893","146.967282"
"ECB_01282","1e-06","0.168304","0.4894","0.293614","32.085429","32.311823","128.583223"
"ECB_01283","0.0124","0.050217","0.358035","6.061988","20.38404","20.730561","165.045476"
"ECB_01284","0.015387","0.071445","0.326075","16.814211","19.808342","19.809139","142.498739"
"ECB_01295","0.493303","0","0.00726","8.798402","15.297422","22.287903","163.991302"
"ECB_01300","0.326118","0.613828","0.456153","5.999867","6.008653","6.018213","241.352066"
"ECB_01302","0.555515","0.176171","0.629969","4.999981","41.035663","41.035671","196.48304"
"ECB_01303","0.148829","0.600923","0.608863","5.95493","13.152217","85.89878","104.325562"
"ECB_01307","0.426558","0.314091","0.691017","8.000056","8.00006","21.403773","177.447906"
"ECB_01309","0.276052","0.636506","0.740315","29.25513","35.012927","39.981501","166.410673"
"ECB_01310","0.05893","0.466214","0.291771","5.999996","6.000173","19.392473","132.711956"
"ECB_01316","0.683933","0.004937","0.940893","0.703057","18.593777","48.002117","149.479299"
"ECB_01318","0.152738","0.327199","0.618092","5.862548","7.999985","30.1685","166.497801"
"ECB_01336","0.624677","0.040742","0.150216","7e-06","23.999993","34.472906","164.929337"
"ECB_01337","0.005998","0.010667","0.681336","0.052826","3.573977","21.164681","69.101236"
"ECB_01338","0.00119","0.002071","0.777887","2.516875","8.706714","48.274377","149.08058"
"ECB_01339","0.054675","0.235677","1.017007","7.938587","8.477199","24.000006","141.657398"
"ECB_01340","0.093816","0.001514","0.717498","7e-05","25.112738","38.80935","198.837115"
"ECB_01341","0.013338","5e-06","0.655401","4.999647","12.709774","48.434595","157.490185"
"ECB_01342","0.052115","0.086983","0.614908","2.999701","21.021633","23.99989","165.853591"
"ECB_01344","0.180002","1e-06","0.800151","0.000115","10.70112","46.866696","164.48927"
"ECB_01345","0.03418","0.016365","0.682549","8.370316","18.623582","32.999103","119.335671"
"ECB_01346","0.082422","0.005452","0.872792","1.068269","8.511274","48.385443","160.450395"
"ECB_01348","0.119599","0.00568","0.837259","18.5657","23.823698","53.770529","163.442406"
"ECB_01349","0.285938","0.714931","0.346538","7.999799","8.001841","8.561282","121.021911"
"ECB_01350","0.771313","1.4e-05","0.184738","3e-06","22.117293","22.117729","167.524486"
"ECB_01351","0.062466","0.127807","0.509655","1e-05","23.059021","33.828771","167.141534"
"ECB_01356","0.360563","0.299774","0.516292","11.18392","11.323762","35.599308","216.203119"
"ECB_01357","0.097945","0.292184","0.689299","4.000256","13.90732","23.260766","165.379936"
"ECB_01361","0.386353","3.8e-05","0.952304","23.763896","47.910676","49.086782","129.5636"
"ECB_01364","8.3e-05","0.003668","0.117231","6.2e-05","14.902351","18.86909","201.518838"
"ECB_01373","0.690233","0","0.610054","6.000145","19.710682","22.936292","174.905762"
"ECB_01374","0.814447","0.000475","0.439975","7.999945","8.00012","22.152261","167.459023"
"ECB_01375","0.317354","0.455514","0.922683","15.388942","16.580456","18.261968","168.000264"
