"gene_id","A1","A2","A3","tau1","tau2","tau3","tau4"
"YP_003047064.1","0.006495","0.713794","0.675626","3.170646","5.394336","5.460308","161.988975"
"YP_003046501.1","0.771847","0.022649","0.042854","4.536758","15.202035","16.794868","165.707753"
"YP_003046030.1","0.301232","0.734517","0.999485","7.140633","23.72868","47.866015","206.659077"
"YP_003043765.1","0.013826","0.999991","0.457603","7.508109","28.617115","30.783236","171.772612"
"YP_003047184.1","0.911514","0.739188","0.992234","3.372958","4.049299","24.049289","185.947075"
"YP_003045600.1","0.604057","0.908921","0.828387","2e-06","8.303809","23.691097","195.466262"
"YP_003045205.1","0.72749","0.557969","0.839788","9.225857","23.936083","30.376418","167.999803"
"YP_003046050.1","0.999762","0.384497","0.412715","2.411438","11.139752","49.06611","139.035652"
"YP_003046392.1","0.51374","0.701926","1.007516","13.837801","14.377083","47.999978","185.977652"
"YP_003046214.1","0.982724","0.237893","0.145389","2.999002","9.111058","39.185923","89.663391"
"YP_003046468.1","0.998629","0.834507","0.89735","4.746988","5.097645","28.472727","156.591885"
"YP_003043447.1","0.998801","0.145511","0.19091","0.760695","10.748378","10.786994","126.438341"
"YP_003047058.1","0.999672","0.512416","0.618032","1.781262","9.450934","27.20664","231.706139"
"YP_003047297.1","0.502597","0.739066","0.762068","4.861513","4.988314","40.853292","134.678832"
"YP_003046004.1","0.874011","0.540932","0.473854","7.99991","8.000284","36.989462","167.832867"
"YP_003047289.1","0.931408","0.626858","0.80018","1.813134","29.969052","29.969151","166.959878"
"YP_003047291.1","0.628871","0.755131","0.568316","0.001077","8.000007","44.400907","175.865205"
"YP_003045858.1","0.999999","0.298685","0.377809","2.660156","8.083765","37.719106","167.967381"
"YP_003047027.1","0.600696","0.284795","0.212877","18.489992","22.475762","49.311997","126.938737"
"YP_003044139.1","0.998866","0.703257","0.778362","1.799748","11.635041","14.876778","48.159467"
"YP_003043443.1","0.163185","0.893897","0.213446","7.999949","8.000107","23.694135","179.090293"
"YP_003044201.1","1e-06","0.568017","0.842315","3.066723","13.230973","13.230985","210.147012"
"YP_003047066.1","0.753964","0.292409","0.426324","5.098705","15.359102","50.905458","159.855593"
"YP_003044872.1","0.977998","0.791938","0.86023","5.552447","7.550932","29.886106","168.061455"
"YP_003045120.1","0.725037","0.946003","0.823633","3.840512","7.029435","7.997036","203.888876"
"YP_003043398.1","0.959333","0.904128","0.867757","1.63441","7.999965","26.350614","174.204556"
"YP_003045986.1","0.644159","0.763248","0.812844","5.835114","5.835446","29.810565","172.728302"
"YP_003045954.1","0.763835","0.946973","0.810706","12.964195","12.964232","45.186492","162.46583"
"YP_003047281.1","0.972128","0.55074","0.582856","2.882389","5.879027","36.381461","182.824224"
"YP_003043669.1","0.936704","0.832517","0.936719","8.280574","11.183633","13.308402","180.517842"
"YP_003043238.1","0.659661","0.79373","0.957284","5.10428","5.199555","7.999805","166.075375"
"YP_003045122.1","0.941371","0.716842","0.590099","5.999877","6.000167","52.799684","171.742385"
"YP_003047068.1","0.999999","0.702256","0.783129","3.378062","6.683514","21.586019","174.69748"
"YP_003045236.1","0.956058","0.333355","0.305258","2.999762","9.728657","31.357959","159.44324"
"YP_003046063.1","0.017405","0.966469","0.823074","12.430382","25.358912","48.367616","158.575834"
"YP_003047287.1","0.820008","0.265186","0.424574","3.409108","6","24.632318","172.861057"
"YP_003044127.1","0.838926","0.358171","0.590931","4.829399","8.625386","70.875613","187.604652"
"YP_003047295.1","0.951633","0.806411","0.929531","4.109795","6.056799","97.930229","98.056244"
"YP_003044125.1","0.762737","0.862305","0.984216","8.000089","8.05195","13.700162","181.320449"
"YP_003045673.1","0.888087","0.586033","0.771303","12.402111","13.001554","36.640272","167.820304"
"YP_003043318.1","0.731645","0.944133","0.844455","9.020712","23.997508","24.000012","160.498613"
"YP_003047056.1","0.940759","0.962009","0.971181","8.036539","21.942459","22.5162","172.310332"
"YP_003043546.1","0.904321","0.755201","0.80333","9.913058","10.318077","26.326762","167.99472"
"YP_003043587.1","0.995927","0.490732","0.57521","0.021925","8.632568","73.303082","257.840826"
"YP_003046075.1","0.756993","0.366412","0.481442","5.010161","8.236885","28.830639","167.999658"
"YP_003046289.1","0.955669","0.635876","0.651096","6.154916","9.170937","27.178266","155.909338"
"YP_003044250.1","0.833201","0.768843","0.968929","7.981619","7.981952","8.346775","177.5413"
"YP_003046404.1","0.751157","0.566148","0.460089","5.999959","6.000008","24.057202","187.379191"
"YP_003043589.1","0.549108","0.882384","0.609691","23.999996","24.000009","86.07527","175.862291"
"YP_003046638.1","0.734953","0.7788","0.883629","4.99969","5.001239","26.919803","164.998484"
"YP_003045126.1","0.822391","0.543405","0.583143","2.99808","6.212371","33.179791","154.21627"
"YP_003046028.1","0.140793","0.847305","0.692466","2.938132","5.486978","5.965406","127.934351"
"YP_003044270.1","0.665337","0.418919","0.992198","7.902253","8.038326","142.201387","195.864232"
"YP_003045665.1","0.511377","0.956559","0.696126","6.00001","18.421958","145.412524","217.188148"
"YP_003044078.1","0.878664","0.709455","0.641218","6.112771","24.091646","53.285345","143.488416"
"YP_003045721.1","0.124274","0.949149","0.491424","7.216122","7.306151","41.482538","118.683471"
"YP_003045326.1","0.981658","0.067765","0.131782","2.904144","25.62022","63.9013","81.641767"
"YP_003047080.1","0.123561","0.727235","0.782373","3e-06","7.984387","41.471184","157.123876"
"YP_003046297.1","0.7465","0.441001","0.704417","79.881259","92.664093","95.009424","96.761796"
"YP_003044224.1","0.086935","1","0.460256","7.692205","24.266193","24.26623","145.833694"
"YP_003046997.1","0.728062","0.923031","0.996756","4.23247","48.000028","59.895941","63.54047"
"YP_003045671.1","0.666499","0.769358","0.934482","6.548384","10.661764","10.663957","190.911984"
"YP_003047432.1","0.377661","0.812461","0.914298","7.999948","8.000083","41.395001","164.427667"
"YP_003043232.1","0.777168","0.92471","0.939683","3.95981","4.04137","21.369243","152.096907"
"YP_003044387.1","0.011161","0.999971","0.850864","7.083576","25.756378","55.325906","248.96089"
"YP_003046295.1","0.960848","0.873575","0.984126","4.000875","11.902857","24.00009","171.964704"
"YP_003045508.1","0.565977","0.866912","0.963118","6.073182","10.368201","10.368233","193.674158"
"YP_003044896.1","0.877509","0.433813","0.405883","6.000013","13.044014","25.003808","168.844247"
"YP_003046761.1","0.961724","0.545102","0.690348","4.253222","12.717428","72.81578","149.008908"
"YP_003043562.1","0.744875","0.581851","0.540105","10.123017","10.318673","20.492271","179.227878"
"YP_003045457.1","0.033066","0.777005","1.001996","6.004553","14.10861","14.108888","171.54958"
"YP_003047318.1","0.481434","0.878355","0.577866","2.514673","6","6.000001","186.18684"
"YP_003043560.1","0.985686","0.850401","0.972138","2.158159","3.422602","48.485505","155.377325"
"YP_003045679.1","0.864775","0.353055","0.329904","10.215389","10.215565","25.233943","170.51009"
"YP_003045459.1","0.463481","0.999966","0.782153","13.340866","29.644625","34.629656","333.562309"
"YP_003043349.1","0.805242","0.740745","0.90024","5.037503","12.430545","12.448224","161.141626"
"YP_003045667.1","0.024194","0.814914","0.948703","6.006584","19.699868","55.022163","170.677965"
"YP_003045814.1","0.9277","0.51802","0.626144","2.999997","7.44217","39.737353","162.696426"
"YP_003046838.1","0.676422","0.821233","0.815783","2.777246","3.48847","8.698599","192.841271"
"YP_003043322.1","0.982097","0.616602","0.749234","2.976037","8.83558","24.270977","179.731398"
"YP_003046434.1","0.710027","0.214186","0.005894","5.90706","9.982897","9.982938","203.38116"
"YP_003043832.1","0.921623","0.747243","0.825985","16.16018","17.463673","23.999407","165.792874"
"YP_003044912.1","0.099648","0.791973","0.973289","8.221944","15.618127","26.967914","166.665476"
"YP_003044880.1","0.336353","0.827248","0.991172","7.9439","8.14654","8.956024","182.014912"
"YP_003044129.1","0.947851","0.901836","0.968913","14.170065","17.602946","17.60426","144.143313"
"YP_003045066.1","0.011809","0.762011","0.937469","6.177509","20.581122","20.98336","165.067604"
"YP_003045615.1","0.968271","0.69599","0.782239","4.909505","6.605513","64.179767","335.991721"
"YP_003043847.1","0.878687","0.844784","0.987533","7.491785","12.926414","16.19154","197.732365"
"YP_003043379.1","0.611303","0.54787","0.99535","8.000772","8.000835","8.001175","141.937678"
"YP_003045060.1","0.681181","0.089063","0.072809","5.626549","10.720439","23.972742","182.077632"
"YP_003045827.1","0.99942","0.584368","0.571726","3.73774","4.229868","33.583213","180.099587"
"YP_003045000.1","0.95429","0.411763","0.532421","5","8.728331","24.20939","188.125953"
"YP_003044517.1","0.264613","0.614259","0.917557","4.000004","7.578892","48.00149","143.767272"
"YP_003045929.1","0.948795","0.749281","0.75856","5.999993","6.000004","37.621234","170.361133"
"YP_003044145.1","0.999999","0.499331","0.568988","0.56746","15.374385","31.795191","215.287949"
"YP_003046858.1","0.025816","0.00507","0.953198","5.829228","6.064445","10.845987","209.990472"
"YP_003044515.1","0.303345","0.924153","0.926463","8.597177","12.862391","14.808682","166.134024"
"YP_003043846.1","0.520781","0.673998","0.424271","0.724581","5","5.000136","202.319621"
"YP_003046732.1","0.858609","0.735414","0.914721","8","8","8.896891","174.895638"
"YP_003044513.1","0.613958","0.722285","0.736663","0","21.93831","21.938322","175.483612"
"YP_003044509.1","0.823464","0.890143","0.75116","8.827042","14.454159","23.999105","167.263609"
"YP_003045691.1","0.760969","0.849227","0.967883","2.999675","5.951337","17.947944","181.633287"
"YP_003045014.1","0.601191","0.654639","0.904157","6.007012","7.999915","31.810866","151.522878"
"YP_003043784.1","0.142835","0.912829","0.849343","6","6.000002","28.684947","179.341639"
"YP_003045034.1","0.934707","0.854821","0.927454","7.823719","9.30704","23.99992","180.27869"
"YP_003043422.1","0.971091","0.858176","0.953543","4.999988","7.999968","11.195605","201.650545"
"YP_003045505.1","0.696547","0.93724","0.933266","4.761449","5.672524","49.654911","170.149515"
"YP_003044806.1","0.751142","0.216493","0.47438","8.023068","36.274563","37.270331","153.598793"
"YP_003046634.1","0.25766","0.94542","0.994086","5.700215","23.999758","59.93501","158.69456"
"YP_003045525.1","0.616292","0.239839","0.573283","13.277359","21.478425","21.614767","178.053055"
"YP_003046242.1","0.880068","0.931873","0.94219","8.065537","17.448781","32.754672","179.097501"
"YP_003046299.1","0.965512","0.763042","0.765999","4.001565","5.539602","103.409859","152.592678"
"YP_003045509.1","0.773041","0.542981","0.664932","6.757878","10.486736","45.267976","166.454296"
"YP_003045002.1","0.797233","0.647327","0.235406","13.822564","16.862353","16.862397","205.055011"
"YP_003043377.1","0.94755","0.709523","0.960929","3.319232","5.137268","17.971705","166.771378"
"YP_003046005.1","0.92465","0.073658","0.095569","5.797821","17.085297","112.487154","112.992464"
"YP_003047212.1","0.90498","0.79309","0.981893","10.47087","10.4716","29.357084","171.555649"
"YP_003043416.1","0.48556","0.890265","0.798859","7.999971","8.000178","18.727891","262.012305"
"YP_003045845.1","0.708197","0.481766","0.460419","5.000001","31.890735","31.891143","149.114042"
"YP_003043657.1","0.273618","0.625895","0.996799","0.001352","8.886282","41.342163","263.516214"
"YP_003044072.1","0.661069","0.736548","0.887379","5.581447","22.637458","48.00025","142.11852"
"YP_003043426.1","0.65018","0.62368","0.828384","18.176434","33.289542","33.294582","231.499083"
"YP_003045740.1","0.999928","0.016033","0.025737","1.323377","28.074635","60.352412","117.516665"
"YP_003043424.1","0.456822","0.97499","0.886901","0.001312","14.682265","106.499913","223.523438"
"YP_003045068.1","0.673838","0.943853","0.807934","3.02804","6.4957","19.984911","178.641944"
"YP_003044855.1","0.717764","0.405069","0.845873","6.058041","8.86048","14.267284","174.303299"
"YP_003044428.1","0.996073","0.626347","0.86615","3.337325","5.418982","21.847871","174.825983"
"YP_003044298.1","0.891715","0.855319","0.960745","10.923925","31.315113","35.365068","145.917027"
"YP_003044459.1","0.999995","0.828753","0.937127","1.00854","6.707602","38.205428","161.052545"
"YP_003044847.1","0.080574","1","0.550125","8.576962","8.593247","8.593381","209.056928"
"YP_003047396.1","0.859295","0.001726","0.004979","6.912226","23.208235","39.0398","123.741417"
"YP_003044004.1","0.888597","0.849125","0.388694","4.998019","21.306167","21.31047","198.132127"
"YP_003046355.1","0.947192","0.773009","0.843661","12.453754","15.307609","17.129527","194.067107"
"YP_003046985.1","0.001787","0.779118","0.447938","6.441556","9.831386","28.264047","171.641569"
"YP_003045038.1","0.773952","0.501992","0.507231","6.090998","11.779032","29.267222","168.630878"
"YP_003046773.1","0.369996","0.762829","0.846542","4.297356","5.037737","6.00533","145.239652"
"YP_003044457.1","0.685867","0.14067","0.189789","2.991479","11.680795","26.353302","95.774181"
"YP_003044319.1","0.588116","0.785798","0.96465","7.999957","8.000041","21.119932","182.009492"
"YP_003047216.1","0.997055","0.675328","0.738942","2.999995","6.490876","11.029043","180.963575"
"YP_003043412.1","0.780694","0.886695","0.9798","4.527305","6.368471","6.368879","227.251115"
"YP_003046353.1","0.879407","0.643506","0.277529","9.007961","15.672837","24.000958","163.607756"
"YP_003046375.1","0.887257","0.992254","0.911687","5.000014","9.615585","26.901532","166.262383"
"YP_003046658.1","0.835712","0.462543","0.219838","7.999903","8.000027","20.804419","184.16705"
"YP_003046349.1","0.852447","0.694387","0.192643","4.999978","9.670394","17.673844","192.501809"
"YP_003043704.1","0.86519","0.361083","0.228529","2.267609","10.348575","10.348749","257.03166"
"YP_003043410.1","0.775575","0.396369","0.227628","8.022379","8.029621","9.350192","110.619342"
"YP_003045944.1","0.999976","0.866793","0.952012","3.252459","6.665471","30.275325","170.375555"
"YP_003046377.1","0.824695","0.698392","0.548451","20.443262","23.994021","31.399348","168.017496"
"YP_003044853.1","0.313861","0.947266","0.826474","4.000354","10.154465","28.197537","166.485579"
"YP_003044317.1","0.550054","0.85616","0.972486","7.999508","8.000085","24.562531","178.296859"
"YP_003046345.1","0.832851","0.214434","0.125408","4.770908","8.941142","48.683814","244.249404"
"YP_003044309.1","0.92446","0.908981","0.88669","17.529863","23.2966","29.501016","161.572119"
"YP_003045852.1","0.936476","0.001788","0.00352","5.437138","9.356522","10.534471","180.781162"
"YP_003045115.1","0.786538","0.947499","0.836226","4.2e-05","48.107878","52.220131","127.816157"
"YP_003046347.1","0.385714","0.751143","0.294155","1.367712","4.574261","4.57481","183.307165"
"YP_003047424.1","0.933859","0.662099","0.745169","6.000014","9.912581","24.927283","159.753968"
"YP_003043285.1","0.944506","0.746179","0.692542","0.000317","26.458725","26.461897","151.675934"
"YP_003045796.1","0.984421","0.731652","0.811587","2.999997","9.799501","35.304743","179.123906"
"YP_003045117.1","0.914218","0.846658","0.754298","7.966588","8.045225","19.631455","195.416613"
"YP_003046341.1","0.979998","0.73981","0.811723","2.999845","10.323738","32.542498","176.48758"
"YP_003046220.1","0.880374","0.817451","0.800305","14.467011","15.694646","18.745302","214.397535"
"YP_003046790.1","0.968567","0.885042","0.890211","5.999948","15.548947","28.310492","167.466303"
"YP_003044296.1","0.845246","0.507464","0.426117","11.277799","14.459053","14.459613","171.577314"
"YP_003044845.1","0.99967","0.762191","0.989585","2.930513","8.002446","26.305426","194.993643"
"YP_003047428.1","0.836638","0.191659","0.004719","7.999861","28.244273","28.497334","140.564291"
"YP_003046526.1","0.514604","0.868056","0.992318","6e-06","23.937516","34.281891","164.583014"
"YP_003044426.1","0.440339","0.953226","0.92614","6.5e-05","11.484926","34.231388","205.436552"
"YP_003044301.1","0.63621","0.75434","0.660941","8.80854","13.392274","24.003916","160.041566"
"YP_003043348.1","0.888123","0.617945","0.840303","7.999937","8.000111","32.176374","154.123297"
"YP_003045257.1","0.898964","0.004097","-0.00025","5.597222","9.909275","20.679885","171.592439"
"YP_003044307.1","0.932372","0.876491","0.902704","8.001211","23.999349","23.999452","185.046001"
"YP_003043353.1","0.862585","0.632206","0.733839","3.994184","9.049839","9.944581","242.122162"
"YP_003046654.1","0.547921","0.675866","0.726429","2.853032","26.762107","26.762182","142.525613"
"YP_003044315.1","0.679372","0.918982","0.874765","2.378457","5.518532","5.69246","191.255108"
"YP_003046635.1","0.276658","0.623866","0.9411","8.000003","8.000051","25.839136","187.985553"
"YP_003043613.1","0.829958","0.93992","0.993711","3.162021","7.094358","25.431236","106.119514"
"YP_003045607.1","0.999991","0.779665","0.737913","2.213922","8.556646","20.154334","176.859592"
"YP_003046219.1","0.995725","0.775661","0.695596","3.383452","5.815545","36.313598","334.024617"
"YP_003046687.1","0.999925","0.35428","0.222774","3.804436","6.540195","26.17558","176.94903"
"YP_003045272.1","0.25674","0.999624","0.821007","7.706648","8.979438","8.979442","131.675813"
"YP_003044972.1","0.189716","0.980634","0.877254","6.009855","11.466662","18.868834","202.462256"
"YP_003047000.1","0.864083","0.930568","0.78613","10.63654","15.70115","17.168014","192.02681"
"YP_003047183.1","0.65752","0.977332","0.852651","5.017386","6.683268","28.487876","166.42144"
"YP_003046217.1","0.697684","0.999995","0.463768","0.039012","57.801094","94.352501","224.820999"
"YP_003045829.1","0.726747","0.964282","0.95803","9.233408","9.852398","11.997511","173.904842"
"YP_003044331.1","0.941586","0.522444","0.639426","4.962805","9.118934","28.903785","168.156298"
"YP_003044793.1","0.970187","0.767623","0.958638","4.128152","6.824047","9.687714","168.308053"
"YP_003043384.1","0.642058","0.860338","0.744258","6.000235","6.314652","10.20494","173.059166"
"YP_003046668.1","0.992889","0.454095","0.399516","2.863909","6.611805","81.992297","254.751504"
"YP_003047020.1","0.917369","0.683618","0.887423","4.999981","5.000074","25.432135","173.495994"
"YP_003045276.1","0.883308","0.710166","0.33848","11.408999","13.493834","13.497869","187.810206"
"YP_003044303.1","0.91816","0.820291","0.09415","8.004344","21.684114","36.770351","155.021632"
"YP_003043382.1","0.952702","0.755819","0.890642","3.006984","13.534285","13.563102","191.829252"
"YP_003046528.1","0.598173","0.870136","0.568153","4.303426","6.012101","24.562098","200.449533"
"YP_003046001.1","0.908515","0.690197","0.673255","4.000023","9.444088","18.976961","188.418154"
"YP_003044986.1","0.647505","0.768736","0.978814","7.995433","27.440959","28.510643","162.784915"
"YP_003043444.1","0.414848","0.787565","0.996085","3.13644","9.992459","10.016282","148.705609"
"YP_003045109.1","0.972636","0.374312","0.240193","3.271524","10.129412","10.129424","175.287043"
"YP_003044321.1","0.74883","0.602121","0.6234","1.2e-05","19.778207","25.054679","175.433777"
"YP_003043446.1","0.715321","0.988351","0.944176","6.954344","12.728686","20.983967","174.389031"
"YP_003047016.1","0.892753","0.611172","0.583513","2.785587","10.520301","22.423101","178.053577"
"YP_003044100.1","0.913769","0","0.014345","6.098985","12.645259","34.5785","164.956433"
"YP_003044323.1","1","0.557421","0.626417","2.684255","8.105431","23.720756","179.796686"
"YP_003046351.1","0.387079","0.960898","0.949808","4.285751","11.395817","28.164398","164.200946"
"YP_003043596.1","0.998365","0.667526","0.959295","2.20551","5.549015","26.812322","171.077192"
"YP_003045547.1","0.194811","0.702781","0.992947","8.075835","8.075855","40.817078","248.717579"
"YP_003044976.1","0.614981","0.910157","0.938946","3.01136","6.642508","69.433046","122.335161"
"YP_003047014.1","0.999999","0.834375","0.942053","0.471661","20.451284","20.500881","181.363645"
"YP_003044102.1","0.125569","0.963826","0.78114","1.500149","6.932515","7.998861","147.97876"
"YP_003043515.1","0.002976","0.399336","0.520332","8.000145","20.228649","35.283462","145.164643"
"YP_003046904.1","0.956417","0.835231","0.79219","11.052694","11.053134","28.269346","174.969498"
"YP_003046685.1","0.916646","0.869408","0.896698","2.999749","19.500313","30.804811","150.432867"
"YP_003046504.1","0.792101","0.345672","0.400985","4.999932","5.000105","33.08338","166.824389"
"YP_003046828.1","0.372688","0.93405","0.5647","5e-06","7.709956","14.099678","188.708604"
"YP_003045119.1","0.860642","0.946431","0.870044","15.47979","15.480743","36.706054","174.20289"
"YP_003047031.1","0.999988","0.870642","0.9377","2.863827","9.363977","33.039143","168.125826"
"YP_003047018.1","0.941149","0.802074","0.931204","5.996445","6.006991","19.386856","164.857432"
"YP_003044778.1","0.958884","0.028786","0.006284","6.000126","12.026491","25.014871","178.140327"
"YP_003044998.1","0.896885","0.437097","0.011553","7.911386","8.218137","20.892146","189.179428"
"YP_003046461.1","0.02695","0.71789","0.951937","4.630621","14.521466","14.521674","182.822931"
"YP_003047033.1","0.8679","0.768998","0.628488","23.994337","24.001733","24.361399","99.859049"
"YP_003045225.1","0.882376","0.415811","0.570573","7.972573","8.063704","55.758265","143.390889"
"YP_003043814.1","0.896303","0.035569","0.002723","4.648252","11.419937","11.420486","223.011092"
"YP_003045798.1","0.959916","0.561883","0.667401","5.999801","6.000214","29.898173","178.411975"
"YP_003044590.1","0.006219","0.618399","0.871802","7.612246","13.954299","52.933197","129.016358"
"YP_003046463.1","0.776125","0.999959","0.865729","3.330438","16.632025","16.679063","144.957309"
"YP_003047035.1","0.814755","0.912812","0.828219","2.999999","11.027821","11.027822","179.69971"
"YP_003043903.1","0.927053","0.927147","0.935744","8.835448","12.956413","23.996737","159.711429"
"YP_003046262.1","0.973779","0.611785","0.630982","3.999999","12.140181","32.807132","172.981058"
"YP_003046003.1","0.859482","0.658902","0.575984","8.083867","15.109711","23.998477","173.557945"
"YP_003046465.1","0.298528","0.6911","0.942141","7.102164","11.759462","23.999951","169.645281"
"YP_003047191.1","0.002285","0.562669","0.939101","7.233556","18.052688","18.500443","191.466067"
"YP_003044990.1","0.825998","0.497436","0.109624","8","8.006183","8.013889","195.2567"
"YP_003045237.1","0.896576","0.879018","0.992548","0.001067","21.394523","32.42329","211.417569"
"YP_003045020.1","0.73107","0.8473","0.938035","3.928962","4.189658","48.128988","219.373127"
"YP_003043594.1","0.898096","0.52335","0.674928","5.06246","9.763723","9.769555","180.40171"
"YP_003045613.1","0.905016","0.464882","0.21781","11.961437","11.980732","26.085664","142.193515"
"YP_003046201.1","0.73418","0.939959","0.911246","8.014495","17.954335","17.99016","162.472218"
"YP_003046087.1","0.835151","0.495426","0.528172","4.000001","18.824584","35.490635","161.034877"
"YP_003043915.1","0.852306","0.610165","0.407813","4.000002","14.827092","24.002778","176.336272"
"YP_003045611.1","0.917481","0.701808","0.538271","45.114577","50.964703","158.882688","214.288552"
"YP_003046228.1","0.987181","0.670789","0.645404","2.993038","13.790285","17.870371","180.721227"
"YP_003044656.1","0.015981","0.902913","0.728513","5.000001","21.848641","32.325237","155.331141"
"YP_003046746.1","0.905547","0.728182","0.387136","12.592232","17.079043","22.849863","169.706531"
"YP_003046530.1","0.828744","0.956822","0.78372","6.908917","11.236494","12.06967","163.687509"
"YP_003045351.1","0.933172","0.985904","0.771823","8.000123","16.764463","16.76451","178.678827"
"YP_003045780.1","0.008427","0.980614","0.775242","7.890352","8.247163","50.09299","174.879827"
"YP_003046930.1","0.950991","0.694822","0.733196","4.400244","6.646297","31.079951","154.972739"
"YP_003046748.1","0.999862","0.772617","0.999583","3.199445","3.854795","31.517011","187.933866"
"YP_003046399.1","0.382214","0.894144","0.977627","0.000151","5.050661","39.980123","179.649447"
"YP_003046986.1","0.681183","0.643091","0.964146","5.999083","5.999087","15.888832","184.912619"
"YP_003043507.1","0.337512","0.923868","0.98737","4.824524","7.190561","48.123162","152.496161"
"YP_003047121.1","0.998489","0.001802","0.00035","14.958622","23.636317","23.694132","192.611678"
"YP_003046111.1","0.398001","0.181236","0.364341","9.823355","11.616553","17.447494","168.000177"
"YP_003046984.1","0.236967","0.65116","0.734684","5.4e-05","19.322295","23.38499","128.482355"
"YP_003045022.1","0.798369","0.829781","0.964597","8.000051","17.239466","17.697626","178.582865"
"YP_003046554.1","0.007884","0.729375","0.001173","20.231549","23.992791","24.072936","157.443514"
"YP_003046467.1","0.999466","0.289074","0.657138","1.786329","7.256416","7.725817","189.935634"
"YP_003046758.1","0.935643","0.70174","0.778505","7.999259","8.000515","35.189223","186.278147"
"YP_003043759.1","0.366062","0.191204","0.431684","8.404235","8.933576","48.13949","146.539485"
"YP_003044557.1","0.087383","0.891279","0.816886","6.064369","9.514913","97.651308","192.434927"
"YP_003046453.1","0.711055","0.83768","0.953224","0.172823","11.085619","78.516587","78.522856"
"YP_003044023.1","0.884941","0.727008","0.867867","4.997181","9.531388","31.929456","178.151757"
"YP_003043658.1","0.462081","0.808197","0.96268","3.015889","5.913862","48.001","151.924058"
"YP_003045291.1","0.629738","0.469116","0.464546","4.99866","4.99996","38.552555","213.94025"
"YP_003046952.1","0.571276","0.105374","0.170354","5.341451","6.567649","58.079619","335.998188"
"YP_003044658.1","0.776674","0.859848","0.807562","8.155895","8.278744","77.897463","134.603106"
"YP_003044887.1","0.992229","0.87462","0.97715","5.821787","6.098358","6.099282","187.266437"
"YP_003046107.1","0.973826","0.74594","0.804798","4.544656","8.394952","8.394991","200.359383"
"YP_003046240.1","0.509203","0.911284","0.479798","5.999831","6.000147","30.55301","181.853333"
"YP_003046395.1","0.942272","0.912273","0.94885","9.385527","9.387957","9.390135","177.496097"
"YP_003043352.1","0.780182","0.527005","1.056343","7.99998","8.000025","8.000026","172.875317"
"YP_003046459.1","0.264294","0.436748","0.251057","7.999996","7.999999","36.145062","169.021789"
"YP_003043989.1","0.077023","0.680382","0.941378","9.02459","13.843772","23.65535","167.999156"
"YP_003046648.1","0.628392","0.972773","0.854818","19.083751","40.500607","40.521447","65.597926"
"YP_003047176.1","0.942705","0.269437","0.408478","1.432141","6.903704","56.08683","218.542876"
"YP_003043354.1","0.973494","0.755677","0.986862","5.999935","6.000015","7.998935","185.707435"
"YP_003046109.1","0.926275","0.54625","0.62088","5.162777","8.195881","49.33101","157.225325"
"YP_003046756.1","0.8182","0.955838","0.832975","7.033475","7.082972","22.753367","175.15278"
"YP_003045650.1","0.953342","0.959664","0.671102","5.25274","9.612618","24.748966","52.648695"
"YP_003047170.1","0.826618","0.191842","0.377405","5.309445","11.081245","26.172779","172.582628"
"YP_003045634.1","0.8151","0.316881","0.494301","1.54516","37.286667","44.044124","228.005215"
"YP_003046766.1","0.981142","0.694937","0.755035","4.524658","8","32.921412","159.133438"
"YP_003043569.1","0.804748","0.740653","0.792309","8.000027","12.009526","33.344739","163.111768"
"YP_003047150.1","0.586826","0.997288","0.638985","5.892421","6.025714","23.836102","212.238379"
"YP_003046089.1","0.577955","0.208994","0.434301","32.730801","41.116432","43.35579","62.939896"
"YP_003047102.1","0.809069","0.881228","0.965772","8.00703","13.579451","29.40531","158.470786"
"YP_003045142.1","0.635281","0.819824","0.843972","12.800271","14.414937","49.688362","144.119481"
"YP_003045714.1","0.62574","0.783135","0.894588","2.999994","9.153893","25.356183","181.65175"
"YP_003044390.1","0.643729","0.921008","0.853329","4.000001","6.77659","26.143427","175.081347"
"YP_003046644.1","0.929574","0.39778","0.514489","5.622838","5.62284","7.990565","170.385955"
"YP_003044698.1","0.005516","0.504262","0.867875","5.000001","41.959143","42.359784","163.589477"
"YP_003047239.1","0.900059","0.761782","0.253793","8.356678","23.956868","55.980197","203.892759"
"YP_003044342.1","0.226014","0.92463","0.810984","10.861462","22.168478","27.809546","76.4709"
"YP_003046841.1","0.747213","0.407461","0.714002","5.999999","6","34.87347","182.221322"
"YP_003044475.1","0.804738","3e-06","1e-06","7.168249","8.981959","27.952331","193.087953"
"YP_003046645.1","0.896707","0.596927","0.666983","6.663047","29.971667","30.296527","167.26405"
"YP_003043622.1","0.937625","0.431193","0.246776","4.999992","13.531519","43.934312","162.859104"
"YP_003043898.1","0.696916","0.853619","0.893675","7.999994","8.00002","18.98915","176.933541"
"YP_003045818.1","0.845088","0.661951","0.703301","6.344379","9.887491","9.898003","187.758339"
"YP_003044398.1","0.517963","0.611419","0.486785","1.36111","8.006994","8.031659","163.451033"
"YP_003046669.1","0.915449","0.33081","0.489002","4.956122","8.80368","188.056255","226.642722"
"YP_003044578.1","0.621141","0.435874","0.348259","6.000063","9.646148","33.394037","165.463867"
"YP_003046863.1","0.88626","0.665373","0.839975","5.160202","21.810332","21.810501","144.948613"
